rho,V,W,CL,TR,PR,RC
1.112,380,100000,0.0265,120899.91,45941967.43,-181.4062
1.112,390,100000,0.0252,127331.29,49659202.12,-211.2624
1.112,10,110000,42.094,260717.12,2607171.24,-17.0505
1.112,20,110000,10.5235,65492.87,1309857.3,1.3943
1.112,30,110000,4.6771,29711.88,891356.39,11.8499
1.112,40,110000,2.6309,17627.55,705102.09,20.1941
1.112,50,110000,1.6838,12515.9,625795,27.5662
1.112,60,110000,1.1693,10250.23,615013.55,34.3152
1.112,70,110000,0.8591,9416.55,659158.41,40.5649
1.112,80,110000,0.6577,9424.23,753938.57,46.3543
1.112,90,110000,0.5197,9991.11,899200.08,51.6848
1.112,100,110000,0.4209,10968.58,1096857.5,56.539
1.112,110,110000,0.3479,12272.31,1349953.69,60.8891
1.112,120,110000,0.2923,13851.58,1662189.66,64.7017
1.112,130,110000,0.2491,15674.4,2037671.44,67.9392
1.112,140,110000,0.2148,17719.75,2480765.44,70.5621
1.112,150,110000,0.1871,19973.41,2996011.67,72.5291
1.112,160,110000,0.1644,22425.43,3588069.44,73.7978
1.112,170,110000,0.1457,25068.72,4261682.34,74.3251
1.112,180,110000,0.1299,27898.08,5021654.76,74.0673
1.112,190,110000,0.1166,30909.66,5872835.94,72.9803
1.112,200,110000,0.1052,34100.54,6820108.75,71.0198
1.112,210,110000,0.0955,37468.48,7868381.66,68.1411
1.112,220,110000,0.087,41011.74,9022582.93,64.2994
1.112,230,110000,0.0796,44728.94,10287656.32,59.4498
1.112,240,110000,0.0731,48618.99,11668557.87,53.5471
1.112,250,110000,0.0674,52681.01,13170253.4,46.5464
1.112,260,110000,0.0623,56914.29,14797716.68,38.4023
1.112,270,110000,0.0577,61318.25,16555927.92,29.0696
1.112,280,110000,0.0537,65892.4,18449872.64,18.503
1.112,290,110000,0.0501,70636.35,20484540.76,6.657
1.112,300,110000,0.0468,75549.75,22664925.83,-6.5136
1.112,310,110000,0.0438,80632.34,24996024.51,-21.0544
1.112,320,110000,0.0411,85883.86,27482836,-37.0107
1.112,330,110000,0.0387,91304.13,30130361.74,-54.4281
1.112,340,110000,0.0364,96892.96,32943605.01,-73.352
1.112,350,110000,0.0344,102650.2,35927570.71,-93.8279
1.112,360,110000,0.0325,108575.74,39087265.14,-115.9014
1.112,370,110000,0.0307,114669.45,42427695.76,-139.6179
1.112,380,110000,0.0292,120931.24,45953871.09,-165.023
1.112,390,110000,0.0277,127361.03,49670800.56,-192.1622
1.112,10,120000,45.9207,310259.03,3102590.29,-19.7581
1.112,20,120000,11.4802,77878.34,1557566.83,-0.7862
1.112,30,120000,5.1023,35216.54,1056496.07,9.4862
1.112,40,120000,2.87,20723.92,828956.85,17.4792
1.112,50,120000,1.8368,14497.58,724878.81,24.4433
1.112,60,120000,1.2756,11626.39,697583.4,30.7675
1.112,70,120000,0.9372,10427.61,729932.56,36.5947
1.112,80,120000,0.7175,10198.32,815865.95,41.9754
1.112,90,120000,0.5669,10602.74,954246.64,46.919
1.112,100,120000,0.4592,11463.99,1146399.41,51.4145
1.112,110,120000,0.3795,12681.74,1394991.79,55.4397
1.112,120,120000,0.3189,14195.62,1703474.58,58.9658
1.112,130,120000,0.2717,15967.54,2075780.59,61.96
1.112,140,120000,0.2343,17972.52,2516152.52,64.3871
1.112,150,120000,0.2041,20193.6,3029039.6,66.2098
1.112,160,120000,0.1794,22618.96,3619033.13,67.39
1.112,170,120000,0.1589,25240.14,4290824.63,67.8885
1.112,180,120000,0.1417,28050.99,5049178.04,67.6657
1.112,190,120000,0.1272,31046.9,5898910.63,66.6813
1.112,200,120000,0.1148,34224.4,6844879.7,64.8951
1.112,210,120000,0.1041,37580.82,7891973.04,62.2661
1.112,220,120000,0.0949,41114.1,9045101.97,58.7534
1.112,230,120000,0.0868,44822.59,10309196.28,54.3161
1.112,240,120000,0.0797,48705,11689200.33,48.9129
1.112,250,120000,0.0735,52760.28,13190070.16,42.5024
1.112,260,120000,0.0679,56987.58,14816771.26,35.0433
1.112,270,120000,0.063,61386.21,16574276.77,26.4942
1.112,280,120000,0.0586,65955.59,18467566.18,16.8136
1.112,290,120000,0.0546,70695.26,20501624.17,5.9599
1.112,300,120000,0.051,75604.8,22681439.8,-6.1084
1.112,310,120000,0.0478,80683.89,25012005.77,-19.433
1.112,320,120000,0.0448,85932.24,27498317.85,-34.0555
1.112,330,120000,0.0422,91349.62,30145374.44,-50.0175
1.112,340,120000,0.0397,96935.81,32958176.16,-67.3607
1.112,350,120000,0.0375,102690.64,35941725.54,-86.1269
1.112,360,120000,0.0354,108613.96,39101026.78,-106.3576
1.112,370,120000,0.0335,114705.64,42441085.46,-128.0946
1.112,380,120000,0.0318,120965.55,45966908.44,-151.3797
1.112,390,120000,0.0302,127393.6,49683503.61,-176.2545
1.112,10,130000,49.7474,364108.93,3641089.26,-22.3806
1.112,20,130000,12.4369,91340.82,1826816.31,-2.7968
1.112,30,130000,5.5275,41199.86,1235995.73,7.3757
1.112,40,130000,3.1092,24089.54,963581.6,15.099
1.112,50,130000,1.9899,16651.57,832578.61,21.7346
1.112,60,130000,1.3819,13122.22,787333.22,27.7104
1.112,70,130000,1.0153,11526.59,806860.98,33.188
1.112,80,130000,0.7773,11039.73,883178.32,38.2287
1.112,90,130000,0.6142,11267.55,1014079.86,42.8496
1.112,100,130000,0.4975,12002.49,1200249.3,47.0453
1.112,110,130000,0.4111,13126.78,1443946.24,50.7985
1.112,120,130000,0.3455,14569.58,1748349.49,54.0848
1.112,130,130000,0.2944,16286.18,2117203.59,56.8752
1.112,140,130000,0.2538,18247.26,2554616.73,59.1383
1.112,150,130000,0.2211,20432.93,3064939.54,60.8406
1.112,160,130000,0.1943,22829.31,3652689.32,61.9472
1.112,170,130000,0.1721,25426.48,4322501.04,62.4226
1.112,180,130000,0.1535,28217.19,5079094.65,62.2305
1.112,190,130000,0.1378,31196.07,5927252.68,61.334
1.112,200,130000,0.1244,34359.02,6871804.65,59.696
1.112,210,130000,0.1128,37702.93,7917615.85,57.2791
1.112,220,130000,0.1028,41225.36,9069579.2,54.0457
1.112,230,130000,0.094,44924.39,10332609.28,49.9578
1.112,240,130000,0.0864,48798.49,11711637.79,44.9777
1.112,250,130000,0.0796,52846.44,13211610.12,39.0673
1.112,260,130000,0.0736,57067.24,14837482.76,32.1884
1.112,270,130000,0.0682,61460.08,16594221.18,24.3028
1.112,280,130000,0.0635,66024.28,18486798.29,15.3723
1.112,290,130000,0.0592,70759.29,20520193.1,5.3586
1.112,300,130000,0.0553,75664.63,22699389.77,-5.7766
1.112,310,130000,0.0518,80739.92,25029376.7,-18.0718
1.112,320,130000,0.0486,85984.83,27515145.94,-31.5653
1.112,330,130000,0.0457,91399.07,30161692.59,-46.2955
1.112,340,130000,0.043,96982.4,32974014.36,-62.301
1.112,350,130000,0.0406,102734.6,35957111.23,-79.6201
1.112,360,130000,0.0384,108655.51,39115985.08,-98.2913
1.112,370,130000,0.0363,114744.97,42455639.49,-118.3532
1.112,380,130000,0.0345,121002.84,45981079.46,-139.8441
1.112,390,130000,0.0327,127429,49697311.28,-162.8027
1.112,10,140000,53.5742,422266.82,4222668.15,-24.9361
1.112,20,140000,13.3935,105880.29,2117605.76,-4.6741
1.112,30,140000,5.9527,47661.85,1429855.36,5.4642
1.112,40,140000,3.3484,27724.41,1108976.32,12.982
1.112,50,140000,2.143,18977.89,948894.39,19.3513
1.112,60,140000,1.4882,14737.72,884263.04,25.0387
1.112,70,140000,1.0934,12713.48,889943.68,30.224
1.112,80,140000,0.8371,11948.45,955875.68,34.9788
1.112,90,140000,0.6614,11985.55,1078699.73,39.3273
1.112,100,140000,0.5357,12584.07,1258407.19,43.2695
1.112,110,140000,0.4428,13607.43,1496817.05,46.7924
1.112,120,140000,0.372,14973.45,1796814.4,49.8754
1.112,130,140000,0.317,16630.31,2161940.43,52.4932
1.112,140,140000,0.2733,18543.99,2596158.08,54.6174
1.112,150,140000,0.2381,20691.41,3103711.46,56.2179
1.112,160,140000,0.2093,23056.49,3689038,57.2628
1.112,170,140000,0.1854,25627.72,4356711.57,57.7195
1.112,180,140000,0.1654,28396.69,5111404.59,57.5547
1.112,190,140000,0.1484,31357.17,5957862.1,56.7344
1.112,200,140000,0.1339,34504.42,6900883.6,55.2243
1.112,210,140000,0.1215,37834.81,7945310.08,52.9899
1.112,220,140000,0.1107,41345.52,9096014.6,49.9964
1.112,230,140000,0.1013,45034.33,10357895.32,46.2088
1.112,240,140000,0.093,48899.46,11735870.24,41.592
1.112,250,140000,0.0857,52939.49,13234873.28,36.1106
1.112,260,140000,0.0793,57153.27,14859851.18,29.7294
1.112,270,140000,0.0735,61539.86,16615761.14,22.413
1.112,280,140000,0.0683,66098.46,18507568.96,14.1259
1.112,290,140000,0.0637,70828.44,20540247.55,4.8326
1.112,300,140000,0.0595,75729.25,22718775.73,-5.5025
1.112,310,140000,0.0557,80800.44,25048137.31,-16.915
1.112,320,140000,0.0523,86041.63,27533320.28,-29.4404
1.112,330,140000,0.0492,91452.47,30179316.19,-43.1146
1.112,340,140000,0.0463,97032.7,32991119.62,-57.9731
1.112,350,140000,0.0437,102782.08,35973727.77,-74.0516
1.112,360,140000,0.0413,108700.39,39132140.05,-91.3859
1.112,370,140000,0.0391,114787.45,42471357.84,-110.0116
1.112,380,140000,0.0371,121043.12,45996384.17,-129.9646
1.112,390,140000,0.0352,127467.24,49712223.56,-151.2805
1.112,10,150000,57.4009,484732.7,4847326.96,-27.4381
1.112,20,150000,14.3502,121496.76,2429935.16,-6.4447
1.112,30,150000,6.3779,54602.5,1638074.96,3.7118
1.112,40,150000,3.5876,31628.53,1265141.02,11.0754
1.112,50,150000,2.296,21476.52,1073826.15,17.2283
1.112,60,150000,1.5945,16472.88,988372.84,22.6754
1.112,70,150000,1.1714,13988.3,979180.65,27.6141
1.112,80,150000,0.8969,12924.48,1033958.03,32.1264
1.112,90,150000,0.7087,12756.74,1148106.27,36.2428
1.112,100,150000,0.574,13208.73,1320873.07,39.9685
1.112,110,150000,0.4744,14123.67,1553604.21,43.2944
1.112,120,150000,0.3986,15407.24,1848869.3,46.2033
1.112,130,150000,0.3397,16999.93,2209991.11,48.6733
1.112,140,150000,0.2929,18862.69,2640776.57,50.6788
1.112,150,150000,0.2551,20969.04,3145355.38,52.1924
1.112,160,150000,0.2242,23300.49,3728079.17,53.185
1.112,170,150000,0.1986,25843.86,4393456.2,53.6266
1.112,180,150000,0.1772,28589.49,5146107.85,53.4863
1.112,190,150000,0.159,31530.2,5990738.88,52.7329
1.112,200,150000,0.1435,34660.58,6932116.54,51.3345
1.112,210,150000,0.1302,37976.46,7975055.74,49.259
1.112,220,150000,0.1186,41474.58,9124408.19,46.474
1.112,230,150000,0.1085,45152.41,10385054.4,42.9472
1.112,240,150000,0.0997,49007.91,11761897.69,38.6456
1.112,250,150000,0.0918,53039.44,13259859.63,33.5367
1.112,260,150000,0.0849,57245.68,14883876.51,27.5873
1.112,270,150000,0.0787,61625.54,16638896.65,20.7646
1.112,280,150000,0.0732,66178.14,18529878.2,13.0355
1.112,290,150000,0.0683,70902.72,20561787.51,4.3668
1.112,300,150000,0.0638,75798.66,22739597.69,-5.2745
1.112,310,150000,0.0597,80865.44,25068287.59,-15.9216
1.112,320,150000,0.0561,86102.63,27552840.87,-27.6079
1.112,330,150000,0.0527,91509.83,30198245.24,-40.3665
1.112,340,150000,0.0497,97086.74,33009491.94,-54.2307
1.112,350,150000,0.0469,102833.07,35991575.16,-69.2338
1.112,360,150000,0.0443,108748.59,39149491.69,-85.4092
1.112,370,150000,0.0419,114833.08,42488240.51,-102.7901
1.112,380,150000,0.0398,121086.38,46012822.56,-121.4099
1.112,390,150000,0.0377,127508.31,49728240.45,-141.3019
1.112,10,160000,61.2276,551506.57,5515065.68,-29.8966
1.112,20,160000,15.3069,138190.23,2763804.52,-8.1286
1.112,30,160000,6.8031,62021.82,1860654.53,2.0887
1.112,40,160000,3.8267,35801.89,1432075.7,9.3399
1.112,50,160000,2.4491,24147.48,1207373.89,15.3169
1.112,60,160000,1.7008,18327.71,1099662.63,20.5626
1.112,70,160000,1.2495,15351.03,1074571.9,25.2921
1.112,80,160000,0.9567,13967.82,1117425.37,29.5968
1.112,90,160000,0.7559,13581.11,1222299.46,33.5139
1.112,100,160000,0.6123,13876.47,1387646.95,37.0531
1.112,110,160000,0.506,14675.52,1614307.73,40.2091
1.112,120,160000,0.4252,15870.95,1904514.19,42.9679
1.112,130,160000,0.3623,17395.04,2261355.62,45.3102
1.112,140,160000,0.3124,19203.37,2688472.19,47.2133
1.112,150,160000,0.2721,21265.81,3189871.3,48.6521
1.112,160,160000,0.2392,23561.33,3769812.84,49.6001
1.112,170,160000,0.2119,26074.91,4432734.95,50.0294
1.112,180,160000,0.189,28795.58,5183204.45,49.9116
1.112,190,160000,0.1696,31715.17,6025883.02,49.2174
1.112,200,160000,0.1531,34827.52,6965503.47,47.9174
1.112,210,160000,0.1388,38127.87,8006852.82,45.9815
1.112,220,160000,0.1265,41612.55,9154759.95,43.3797
1.112,230,160000,0.1157,45278.64,10414086.51,40.0815
1.112,240,160000,0.1063,49123.83,11789720.14,36.0564
1.112,250,160000,0.098,53146.28,13286569.18,31.2737
1.112,260,160000,0.0906,57344.46,14909558.77,25.7026
1.112,270,160000,0.084,61717.14,16663627.71,19.3122
1.112,280,160000,0.0781,66263.31,18553726.01,12.0717
1.112,290,160000,0.0728,70982.11,20584812.98,3.95
1.112,300,160000,0.068,75872.85,22761855.65,-5.0839
1.112,310,160000,0.0637,80934.93,25089827.55,-15.0612
1.112,320,160000,0.0598,86167.84,27573707.7,-26.0128
1.112,330,160000,0.0562,91571.15,30218479.75,-37.97
1.112,340,160000,0.053,97144.5,33029131.32,-50.964
1.112,350,160000,0.05,102887.58,36010653.41,-65.026
1.112,360,160000,0.0472,108800.11,39168039.98,-80.187
1.112,370,160000,0.0447,114881.86,42506287.5,-96.4785
1.112,380,160000,0.0424,121132.62,46030394.63,-113.9316
1.112,390,160000,0.0403,127552.21,49745361.95,-132.5775
1.112,10,170000,65.0543,622588.43,6225884.32,-32.3192
1.112,20,170000,16.2636,155960.69,3119213.84,-9.7411
1.112,30,170000,7.2283,69919.8,2097594.08,0.5721
1.112,40,170000,4.0659,40244.51,1609780.36,7.7452
1.112,50,170000,2.6022,26990.75,1349537.62,13.5796
1.112,60,170000,1.8071,20302.21,1218132.4,18.6562
1.112,70,170000,1.3276,16801.68,1176117.42,23.207
1.112,80,170000,1.0165,15078.47,1206277.7,27.3332
1.112,90,170000,0.8031,14458.66,1301279.31,31.0779
1.112,100,170000,0.6505,14587.29,1458728.81,34.4554
1.112,110,170000,0.5376,15262.98,1678927.61,37.4637
1.112,120,170000,0.4518,16364.58,1963749.08,40.0919
1.112,130,170000,0.3849,17815.65,2316033.98,42.3232
1.112,140,170000,0.3319,19566.04,2739244.95,44.1374
1.112,150,170000,0.2891,21581.73,3237259.21,45.5115
1.112,160,170000,0.2541,23838.99,3814239.01,46.4211
1.112,170,170000,0.2251,26320.87,4474547.81,46.8406
1.112,180,170000,0.2008,29014.97,5222694.37,46.7433
1.112,190,170000,0.1802,31912.08,6063294.53,46.1022
1.112,200,170000,0.1626,35005.22,7001044.4,44.8897
1.112,210,170000,0.1475,38289.05,8040701.33,43.0776
1.112,220,170000,0.1344,41759.41,9187069.88,40.6379
1.112,230,170000,0.123,45413.01,10444991.67,37.542
1.112,240,170000,0.1129,49247.24,11819337.58,33.7612
1.112,250,170000,0.1041,53260.01,13315001.92,29.2668
1.112,260,170000,0.0962,57449.61,14936897.95,24.0298
1.112,270,170000,0.0892,61814.65,16689954.33,18.0214
1.112,280,170000,0.083,66353.97,18579112.39,11.2123
1.112,290,170000,0.0774,71066.63,20609323.97,3.5735
1.112,300,170000,0.0723,75951.83,22785549.6,-4.9242
1.112,310,170000,0.0677,81008.89,25112757.19,-14.3101
1.112,320,170000,0.0635,86237.25,27595920.79,-24.6133
1.112,330,170000,0.0597,91636.42,30240019.71,-35.8632
1.112,340,170000,0.0563,97205.99,33050037.75,-48.0891
1.112,350,170000,0.0531,102945.61,36030962.52,-61.3204
1.112,360,170000,0.0502,108854.96,39187784.95,-75.5863
1.112,370,170000,0.0475,114933.78,42525498.82,-90.9163
1.112,380,170000,0.0451,121181.84,46049100.38,-107.3397
1.112,390,170000,0.0428,127598.94,49763588.07,-124.8861
1.112,10,180000,68.8811,697978.29,6979782.88,-34.712
1.112,20,180000,17.2203,174808.16,3496163.12,-11.2941
1.112,30,180000,7.6535,78296.45,2348893.6,-0.8558
1.112,40,180000,4.3051,44956.37,1798255,6.2678
1.112,50,180000,2.7552,30006.35,1500317.33,11.9875
1.112,60,180000,1.9134,22396.37,1343782.16,16.9217
1.112,70,180000,1.4057,18340.25,1283817.21,21.3193
1.112,80,180000,1.0763,16256.44,1300515.02,25.2911
1.112,90,180000,0.8504,15389.4,1385045.81,28.886
1.112,100,180000,0.6888,15341.19,1534118.67,32.1224
1.112,110,180000,0.5693,15886.03,1747463.84,35.0016
1.112,120,180000,0.4783,16888.12,2026573.96,37.5155
1.112,130,180000,0.4076,18261.74,2374026.18,39.6498
1.112,140,180000,0.3514,19950.68,2793094.85,41.3861
1.112,150,180000,0.3061,21916.79,3287519.11,42.7039
1.112,160,180000,0.2691,24133.49,3861357.67,43.5804
1.112,170,180000,0.2383,26581.73,4518894.79,43.9919
1.112,180,180000,0.2126,29247.65,5264577.63,43.9138
1.112,190,180000,0.1908,32120.91,6102973.4,43.3205
1.112,200,180000,0.1722,35193.7,7038739.33,42.1864
1.112,210,180000,0.1562,38460.01,8076601.26,40.485
1.112,220,180000,0.1423,41915.17,9221338,38.1899
1.112,230,180000,0.1302,45555.52,10477769.87,35.2742
1.112,240,180000,0.1196,49378.13,11850750.02,31.7111
1.112,250,180000,0.1102,53380.63,13345157.87,27.4733
1.112,260,180000,0.1019,57561.13,14965894.05,22.5338
1.112,270,180000,0.0945,61918.06,16717876.5,16.8651
1.112,280,180000,0.0879,66450.13,18606037.34,10.4398
1.112,290,180000,0.0819,71156.28,20635320.47,3.2305
1.112,300,180000,0.0765,76035.6,22810679.56,-4.7903
1.112,310,180000,0.0717,81087.34,25137076.5,-13.6502
1.112,320,180000,0.0673,86310.88,27619480.11,-23.3768
1.112,330,180000,0.0633,91705.65,30262865.12,-33.9977
1.112,340,180000,0.0596,97271.21,33072211.23,-45.5407
1.112,350,180000,0.0562,103007.15,36052502.48,-58.0333
1.112,360,180000,0.0531,108913.13,39208726.57,-71.5034
1.112,370,180000,0.0503,114988.85,42545874.45,-85.9786
1.112,380,180000,0.0477,121234.05,46068939.82,-101.4866
1.112,390,180000,0.0453,127648.51,49782918.81,-118.0553
1.112,10,190000,72.7078,777676.14,7776761.36,-37.0797
1.112,20,190000,18.1769,194732.62,3894652.36,-12.797
1.112,30,190000,8.0786,87151.77,2614553.09,-2.209
1.112,40,190000,4.5442,49937.49,1997499.62,4.8893
1.112,50,190000,2.9083,33194.26,1659713.03,10.5177
1.112,60,190000,2.0197,24610.2,1476611.91,15.332
1.112,70,190000,1.4838,19966.73,1397671.28,19.598
1.112,80,190000,1.1361,17501.72,1400137.33,23.4357
1.112,90,190000,0.8976,16373.32,1473598.98,26.8996
1.112,100,190000,0.7271,16138.17,1613816.51,30.0122
1.112,110,190000,0.6009,16544.69,1819916.43,32.7781
1.112,120,190000,0.5049,17441.57,2092988.83,35.1915
1.112,130,190000,0.4302,18733.32,2435332.22,37.2403
1.112,140,190000,0.371,20357.3,2850021.88,38.9083
1.112,150,190000,0.3231,22271.01,3340651.01,40.1767
1.112,160,190000,0.284,24444.81,3911168.82,41.0245
1.112,170,190000,0.2516,26857.51,4565775.87,41.4298
1.112,180,190000,0.2244,29493.63,5308854.21,41.3695
1.112,190,190000,0.2014,32341.68,6144919.63,40.8197
1.112,200,190000,0.1818,35392.94,7078588.26,39.7563
1.112,210,190000,0.1649,38640.73,8114552.61,38.1545
1.112,220,190000,0.1502,42079.84,9257564.29,35.9892
1.112,230,190000,0.1374,45706.18,10512421.11,33.2353
1.112,240,190000,0.1262,49516.49,11883957.46,29.8673
1.112,250,190000,0.1163,53508.15,13377037.01,25.8596
1.112,260,190000,0.1076,57679.03,14996547.07,21.1864
1.112,270,190000,0.0997,62027.39,16747394.22,15.8221
1.112,280,190000,0.0927,66551.79,18634500.86,9.7405
1.112,290,190000,0.0865,71251.04,20662802.49,2.9159
1.112,300,190000,0.0808,76124.15,22837245.5,-4.678
1.112,310,190000,0.0757,81170.28,25162785.48,-13.0671
1.112,320,190000,0.071,86388.71,27644385.69,-22.2775
1.112,330,190000,0.0668,91778.84,30287015.98,-32.3355
1.112,340,190000,0.0629,97340.15,33095651.78,-43.2672
1.112,350,190000,0.0594,103072.21,36075273.29,-55.0988
1.112,360,190000,0.0561,108974.62,39230864.86,-67.8566
1.112,370,190000,0.0531,115047.07,42567414.41,-81.5668
1.112,380,190000,0.0504,121289.24,46089912.94,-96.2556
1.112,390,190000,0.0478,127700.91,49803354.15,-111.9495
1.112,10,200000,76.5345,861681.97,8616819.75,-39.426
1.112,20,200000,19.1336,215734.08,4314681.55,-14.2573
1.112,30,200000,8.5038,96485.75,2894572.56,-3.4986
1.112,40,200000,4.7834,55187.86,2207514.22,3.5947
1.112,50,200000,3.0614,36554.49,1827724.7,9.1517
1.112,60,200000,2.126,26943.69,1616621.64,13.8653
1.112,70,200000,1.5619,21681.14,1517679.62,18.0181
1.112,80,200000,1.1959,18814.31,1505144.63,21.7388
1.112,90,200000,0.9449,17410.43,1566938.8,25.0879
1.112,100,200000,0.7653,16978.22,1697822.35,28.0916
1.112,110,200000,0.6325,17238.96,1896285.37,30.7574
1.112,120,200000,0.5315,18024.95,2162993.7,33.0819
1.112,130,200000,0.4529,19230.4,2499952.09,35.0552
1.112,140,200000,0.3905,20785.9,2910026.05,36.6629
1.112,150,200000,0.3402,22644.37,3396654.9,37.8878
1.112,160,200000,0.299,24772.95,3963672.47,38.7108
1.112,170,200000,0.2648,27148.18,4615191.07,39.1113
1.112,180,200000,0.2362,29752.91,5355524.12,39.0677
1.112,190,200000,0.212,32574.39,6189133.23,38.5577
1.112,200,200000,0.1913,35602.96,7120591.18,37.5585
1.112,210,200000,0.1735,38831.22,8154555.39,36.0467
1.112,220,200000,0.1581,42253.4,9295748.77,33.9988
1.112,230,200000,0.1447,45864.98,10548945.39,31.3909
1.112,240,200000,0.1329,49662.33,11918959.89,28.1989
1.112,250,200000,0.1225,53642.56,13410639.34,24.3986
1.112,260,200000,0.1132,57803.3,15028857.01,19.9656
1.112,270,200000,0.105,62142.62,16778507.49,14.8754
1.112,280,200000,0.0976,66658.94,18664502.95,9.1035
1.112,290,200000,0.091,71350.93,20691770.02,2.6252
1.112,300,200000,0.085,76217.49,22865247.45,-4.5841
1.112,310,200000,0.0796,81257.69,25189884.14,-12.5492
1.112,320,200000,0.0747,86470.74,27670637.52,-21.2949
1.112,330,200000,0.0703,91855.98,30312472.3,-30.846
1.112,340,200000,0.0662,97412.82,33120359.38,-41.2274
1.112,350,200000,0.0625,103140.79,36099274.96,-52.4639
1.112,360,200000,0.0591,109039.44,39254199.82,-64.5804
1.112,370,200000,0.0559,115108.43,42590118.69,-77.6019
1.112,380,200000,0.053,121347.42,46112019.74,-91.5534
1.112,390,200000,0.0503,127756.14,49824894.11,-106.4597
1.007,10,50000,21.1287,59540.56,595405.58,1.3425
1.007,20,50000,5.2822,15169.11,303382.27,20.4336
1.007,30,50000,2.3476,7288.74,218662.23,35.3787
1.007,40,50000,1.3205,4928.17,197126.98,49.06
1.007,50,50000,0.8451,4271.75,213587.66,61.9814
1.007,60,50000,0.5869,4377.95,262677.08,74.2503
1.007,70,50000,0.4312,4924.16,344691.31,85.8607
1.007,80,50000,0.3301,5775.63,462050.21,96.7641
1.007,90,50000,0.2608,6867.97,618117.49,106.8934
1.007,100,50000,0.2113,8167.29,816728.83,116.1718
1.007,110,50000,0.1746,9654.34,1061977.32,124.5175
1.007,120,50000,0.1467,11317.55,1358106.22,131.8456
1.007,130,50000,0.125,13149.62,1709451.19,138.0693
1.007,140,50000,0.1078,15145.77,2120407.3,143.1008
1.007,150,50000,0.0939,17302.73,2595409.22,146.8514
1.007,160,50000,0.0825,19618.24,3138918.86,149.2319
1.007,170,50000,0.0731,22090.69,3755417.34,150.1525
1.007,180,50000,0.0652,24718.89,4449399.67,149.5235
1.007,190,50000,0.0585,27501.95,5225371.06,147.2547
1.007,200,50000,0.0528,30439.22,6087844.42,143.2559
1.007,210,50000,0.0479,33530.18,7041338.49,137.4367
1.007,220,50000,0.0437,36774.44,8090376.54,129.7066
1.007,230,50000,0.0399,40171.68,9239485.36,119.975
1.007,240,50000,0.0367,43721.64,10493194.55,108.1515
1.007,250,50000,0.0338,47424.14,11856035.93,94.1453
1.007,260,50000,0.0313,51279.01,13332543.15,77.8658
1.007,270,50000,0.029,55286.12,14927251.32,59.2223
1.007,280,50000,0.0269,59445.35,16644696.77,38.124
1.007,290,50000,0.0251,63756.61,18489416.81,14.4802
1.007,300,50000,0.0235,68219.83,20465949.61,-11.7998
1.007,310,50000,0.022,72834.95,22578834.03,-40.8068
1.007,320,50000,0.0206,77601.9,24832609.51,-72.6317
1.007,330,50000,0.0194,82520.65,27231816.01,-107.3652
1.007,340,50000,0.0183,87591.16,29780993.91,-145.0981
1.007,350,50000,0.0172,92813.38,32484683.95,-185.9213
1.007,360,50000,0.0163,98187.3,35347427.19,-229.9255
1.007,370,50000,0.0154,103712.88,38373764.97,-277.2016
1.007,380,50000,0.0146,109390.1,41568238.85,-327.8404
1.007,390,50000,0.0139,115218.95,44935390.61,-381.9328
1.007,10,60000,25.3544,85705.08,857050.84,-3.242
1.007,20,60000,6.3386,21710.25,434204.9,14.8477
1.007,30,60000,2.8172,10195.91,305877.32,28.0286
1.007,40,60000,1.5847,6563.46,262538.29,39.7932
1.007,50,60000,1.0142,5318.33,265916.72,50.7791
1.007,60,60000,0.7043,5104.74,306284.62,61.1485
1.007,70,60000,0.5174,5458.13,382069.21,70.9276
1.007,80,60000,0.3962,6184.45,494755.87,80.0917
1.007,90,60000,0.313,7190.99,647189.19,88.5933
1.007,100,60000,0.2535,8428.93,842893.36,96.3738
1.007,110,60000,0.2095,9870.58,1085763.25,103.3681
1.007,120,60000,0.1761,11499.25,1379909.99,109.5079
1.007,130,60000,0.15,13304.44,1729577.74,114.7223
1.007,140,60000,0.1294,15279.26,2139096.24,118.9392
1.007,150,60000,0.1127,17419.01,2612852.24,122.0855
1.007,160,60000,0.099,19720.45,3155271.69,124.0873
1.007,170,60000,0.0877,22181.22,3770808.24,124.8706
1.007,180,60000,0.0783,24799.64,4463935.51,124.3607
1.007,190,60000,0.0702,27574.43,5239141.86,122.4828
1.007,200,60000,0.0634,30504.63,6100926.68,119.1619
1.007,210,60000,0.0575,33589.51,7053797.79,114.3229
1.007,220,60000,0.0524,36828.5,8102269.51,107.8906
1.007,230,60000,0.0479,40221.14,9250861.24,99.7896
1.007,240,60000,0.044,43767.07,10504096.44,89.9445
1.007,250,60000,0.0406,47466.01,11866501.74,78.28
1.007,260,60000,0.0375,51317.72,13342606.43,64.7204
1.007,270,60000,0.0348,55322.01,14936941.89,49.1904
1.007,280,60000,0.0323,59478.72,16654041.24,31.6143
1.007,290,60000,0.0301,63787.72,18498439.06,11.9165
1.007,300,60000,0.0282,68248.9,20474671.12,-9.9785
1.007,310,60000,0.0264,72862.17,22587274.2,-34.1464
1.007,320,60000,0.0248,77627.46,24840785.93,-60.6627
1.007,330,60000,0.0233,82544.68,27239744.66,-89.6031
1.007,340,60000,0.0219,87613.79,29788689.36,-121.0433
1.007,350,60000,0.0207,92834.74,32492159.53,-155.059
