rho,V,W,CL,TR,PR,RC
0.819,200,170000,0.2208,26748.54,5349708,31.9243
0.819,210,170000,0.2003,29077.23,6106218.77,30.6439
0.819,220,170000,0.1825,31555.28,6942160.88,28.8962
0.819,230,170000,0.167,34178.22,7860991.03,26.661
0.819,240,170000,0.1533,36942.52,8866205.71,23.9176
0.819,250,170000,0.1413,39845.33,9961333.2,20.6454
0.819,260,170000,0.1307,42884.34,11149927.49,16.8233
0.819,270,170000,0.1212,46057.64,12435563.5,12.4304
0.819,280,170000,0.1127,49363.69,13821833.37,7.4455
0.819,290,170000,0.105,52801.18,15312343.46,1.8475
0.819,300,170000,0.0981,56369.04,16910712,-4.385
0.819,310,170000,0.0919,60066.35,18620567.15,-11.2734
0.819,320,170000,0.0863,63892.33,20445545.48,-18.8389
0.819,330,170000,0.0811,67846.34,22389290.69,-27.103
0.819,340,170000,0.0764,71927.8,24455452.54,-36.0872
0.819,350,170000,0.0721,76136.25,26647686,-45.8131
0.819,360,170000,0.0682,80471.25,28969650.53,-56.302
0.819,370,170000,0.0645,84932.46,31425009.46,-67.5757
0.819,380,170000,0.0612,89519.55,34017429.49,-79.6555
0.819,390,170000,0.0581,94232.26,36750580.27,-92.5632
0.819,10,180000,93.5235,947630.41,9476304.14,-49.6526
0.819,20,180000,23.3809,237138.56,4742771.23,-20.3616
0.819,30,180000,10.3915,105839.72,3175191.73,-8.6593
0.819,40,180000,5.8452,60208.47,2408338.9,-1.4054
0.819,50,180000,3.7409,39442.47,1972123.65,4.0116
0.819,60,180000,2.5979,28538.55,1712313.18,8.4485
0.819,70,180000,1.9086,22355.99,1564919.33,12.261
0.819,80,180000,1.4613,18747.45,1499795.69,15.6163
0.819,90,180000,1.1546,16687.07,1501836.6,18.5986
0.819,100,180000,0.9352,15634.57,1563456.83,21.2498
0.819,110,180000,0.7729,15283.39,1681173.13,23.5894
0.819,120,180000,0.6495,15449.13,1853895.15,25.6234
0.819,130,180000,0.5534,16015.42,2082005.03,27.3497
0.819,140,180000,0.4772,16905.94,2366831.55,28.7609
0.819,150,180000,0.4157,18068.9,2710334.55,29.8461
0.819,160,180000,0.3653,19468.17,3114907.76,30.592
0.819,170,180000,0.3236,21077.95,3583251.17,30.9837
0.819,180,180000,0.2887,22879.37,4118285.94,31.0048
0.819,190,180000,0.2591,24858.4,4723096.23,30.6383
0.819,200,180000,0.2338,27004.44,5400888.41,29.8664
0.819,210,180000,0.2121,29309.34,6154962.02,28.6706
0.819,220,180000,0.1932,31766.77,6988688.53,27.0324
0.819,230,180000,0.1768,34371.72,7905495.74,24.9326
0.819,240,180000,0.1624,37120.23,8908856.06,22.3519
0.819,250,180000,0.1496,40009.11,10002277.53,19.2709
0.819,260,180000,0.1383,43035.76,11189297.04,15.6699
0.819,270,180000,0.1283,46198.06,12473474.92,11.5292
0.819,280,180000,0.1193,49494.25,13858390.81,6.8288
0.819,290,180000,0.1112,52922.9,15347640.3,1.5487
0.819,300,180000,0.1039,56482.77,16944832.28,-4.331
0.819,310,180000,0.0973,60172.86,18653586.77,-10.8305
0.819,320,180000,0.0913,63992.29,20477533.24,-17.97
0.819,330,180000,0.0859,67940.33,22420309.12,-25.7696
0.819,340,180000,0.0809,72016.35,24485558.67,-34.2496
0.819,350,180000,0.0763,76219.81,26676931.95,-43.4304
0.819,360,180000,0.0722,80550.23,28998084.09,-53.3321
0.819,370,180000,0.0683,85007.23,31452674.55,-63.9751
0.819,380,180000,0.0648,89590.44,34044366.55,-75.3799
0.819,390,180000,0.0615,94299.56,36776826.64,-87.5666
0.819,10,190000,98.7192,1055840.43,10558404.34,-52.7345
0.819,20,190000,24.6798,264191.07,5283821.33,-22.1376
0.819,30,190000,10.9688,117863.06,3535891.79,-10.1019
0.819,40,190000,6.17,66971.6,2678863.95,-2.7552
0.819,50,190000,3.9488,43770.87,2188543.69,2.6614
0.819,60,190000,2.7422,31544.39,1892663.22,7.0547
0.819,70,190000,2.0147,24564.36,1719505.08,10.802
0.819,80,190000,1.5425,20438.23,1635058.21,14.0825
0.819,90,190000,1.2188,18023,1622069.96,16.9869
0.819,100,190000,0.9872,16716.67,1671666.85,19.5618
0.819,110,190000,0.8159,16177.69,1779545.88,21.8301
0.819,120,190000,0.6856,16200.58,1944070.17,23.8002
0.819,130,190000,0.5841,16655.72,2165243.51,25.4721
0.819,140,190000,0.5037,17458.03,2444124.42,26.8403
0.819,150,190000,0.4388,18549.83,2782474.56,27.8955
0.819,160,190000,0.3856,19890.87,3182539.03,28.6259
0.819,170,190000,0.3416,21452.38,3646904.12,29.0179
0.819,180,190000,0.3047,23213.35,4178402.62,29.0566
0.819,190,190000,0.2735,25158.15,4780048.87,28.726
0.819,200,190000,0.2468,27274.97,5454993.42,28.0097
0.819,210,190000,0.2239,29554.72,6206490.6,26.8905
0.819,220,190000,0.204,31990.34,7037874.9,25.3508
0.819,230,190000,0.1866,34576.28,7952543.58,23.3727
0.819,240,190000,0.1714,37308.1,8953943.56,20.9382
0.819,250,190000,0.158,40182.25,10045561.54,18.0289
0.819,260,190000,0.146,43195.83,11230916.27,14.6262
0.819,270,190000,0.1354,46346.49,12513552.71,10.7115
0.819,280,190000,0.1259,49632.28,13897037.25,6.266
0.819,290,190000,0.1174,53051.57,15384954.1,1.2708
0.819,300,190000,0.1097,56603.01,16980902.28,-4.2929
0.819,310,190000,0.1027,60285.46,18688493.23,-10.4442
0.819,320,190000,0.0964,64097.97,20511348.87,-17.2022
0.819,330,190000,0.0907,68039.7,22453100.04,-24.5859
0.819,340,190000,0.0854,72109.96,24517385.14,-32.6145
0.819,350,190000,0.0806,76308.14,26707849.1,-41.3073
0.819,360,190000,0.0762,80633.73,29028142.43,-50.6834
0.819,370,190000,0.0721,85086.27,31481920.5,-60.762
0.819,380,190000,0.0684,89665.38,34072842.87,-71.5624
0.819,390,190000,0.0649,94370.7,36804572.8,-83.1039
0.819,10,200000,103.915,1169899.64,11698996.45,-55.8008
0.819,20,200000,25.9787,292705.87,5854117.38,-23.8822
0.819,30,200000,11.5461,130536.31,3916089.16,-11.4978
0.819,40,200000,6.4947,74100.3,2964011.97,-4.0432
0.819,50,200000,4.1566,48333.24,2416662.11,1.3877
0.819,60,200000,2.8865,34712.7,2082761.9,5.7514
0.819,70,200000,2.1207,26892.1,1882446.81,9.4472
0.819,80,200000,1.6237,22220.4,1777632.23,12.6655
0.819,90,200000,1.2829,19431.14,1748802.41,15.5039
0.819,100,200000,1.0391,17857.26,1785726.06,18.0135
0.819,110,200000,0.8588,17120.33,1883236.07,20.2201
0.819,120,200000,0.7216,16992.66,2039119.51,22.1349
0.819,130,200000,0.6149,17330.63,2252981.36,23.7598
0.819,140,200000,0.5302,18039.97,2525595.28,25.091
0.819,150,200000,0.4618,19056.76,2858514.04,26.1206
0.819,160,200000,0.4059,20336.41,3253826.03,26.8382
0.819,170,200000,0.3596,21847.05,3713997.78,27.2316
0.819,180,200000,0.3207,23565.38,4241768.85,27.2869
0.819,190,200000,0.2879,25474.11,4840080.03,26.9896
0.819,200,200000,0.2598,27560.12,5512023.03,26.3241
0.819,210,200000,0.2356,29813.35,6260804.51,25.2744
0.819,220,200000,0.2147,32226,7089719.99,23.824
0.819,230,200000,0.1964,34791.89,8002134.54,21.9561
0.819,240,200000,0.1804,37506.12,9001468.24,19.6537
0.819,250,200000,0.1663,40364.74,10091185.22,16.8993
0.819,260,200000,0.1537,43364.56,11274785.2,13.6755
0.819,270,200000,0.1425,46502.95,12555796.86,9.9647
0.819,280,200000,0.1325,49777.76,13937772.68,5.749
0.819,290,200000,0.1236,53187.19,15424284.87,1.0106
0.819,300,200000,0.1155,56729.74,17018922.02,-4.2683
0.819,310,200000,0.1081,60404.15,18725286.52,-10.1059
0.819,320,200000,0.1015,64209.35,20546992.38,-16.5203
0.819,330,200000,0.0954,68144.43,22487663.44,-23.5294
0.819,340,200000,0.0899,72208.62,24550931.97,-31.1515
0.819,350,200000,0.0848,76401.25,26740437.44,-39.4049
0.819,360,200000,0.0802,80721.74,29059825.54,-48.3076
0.819,370,200000,0.0759,85169.59,31512747.31,-57.878
0.819,380,200000,0.072,89744.36,34102858.46,-68.1343
0.819,390,200000,0.0683,94445.69,36833818.75,-79.0949
0.525,10,50000,40.5268,114098.69,1140986.9,-15.9115
0.525,20,50000,10.1317,28672.72,573454.45,2.3474
0.525,30,50000,4.503,13028.57,390856.97,12.9075
0.525,40,50000,2.5329,7760.38,310415.23,21.4246
0.525,50,50000,1.6211,5549.37,277468.42,28.9918
0.525,60,50000,1.1257,4589.59,275375.48,35.9419
0.525,70,50000,0.8271,4262.26,298358.13,42.3904
0.525,80,50000,0.6332,4308.9,344711.61,48.3716
0.525,90,50000,0.5003,4606.02,414541.66,53.8832
0.525,100,50000,0.4053,5088.59,508859.21,58.9051
0.525,110,50000,0.3349,5719.72,629168.99,63.4071
0.525,120,50000,0.2814,6477.2,777263.74,67.3535
0.525,130,50000,0.2398,7347.03,955113.45,70.7047
0.525,140,50000,0.2068,8320.01,1164802.06,73.4192
0.525,150,50000,0.1801,9389.93,1408489.47,75.4536
0.525,160,50000,0.1583,10552.42,1688387.81,76.7639
0.525,170,50000,0.1402,11804.39,2006746.05,77.305
0.525,180,50000,0.1251,13143.55,2365839.83,77.0313
0.525,190,50000,0.1123,14568.23,2767964.36,75.8971
0.525,200,50000,0.1013,16077.15,3215429.61,73.856
0.525,210,50000,0.0919,17669.32,3710556.71,70.8617
0.525,220,50000,0.0837,19343.98,4255675.5,66.8675
0.525,230,50000,0.0766,21100.53,4853122.56,61.8268
0.525,240,50000,0.0704,22938.5,5505239.87,55.6927
0.525,250,50000,0.0648,24857.49,6214373.68,48.4182
0.525,260,50000,0.06,26857.21,6982873.73,39.9565
0.525,270,50000,0.0556,28937.38,7813092.55,30.2603
0.525,280,50000,0.0517,31097.8,8707385.03,19.2827
0.525,290,50000,0.0482,33338.3,9668107.96,6.9765
0.525,300,50000,0.045,35658.73,10697619.74,-6.7055
0.525,310,50000,0.0422,38058.97,11798280.09,-21.8105
0.525,320,50000,0.0396,40538.91,12972449.9,-38.3857
0.525,330,50000,0.0372,43098.46,14222491,-56.4783
0.525,340,50000,0.0351,45737.55,15550766.03,-76.1355
0.525,350,50000,0.0331,48456.11,16959638.35,-97.4048
0.525,360,50000,0.0313,51254.09,18451471.91,-120.3332
0.525,370,50000,0.0296,54131.44,20028631.21,-144.9682
0.525,380,50000,0.0281,57088.11,21693481.18,-171.3569
0.525,390,50000,0.0266,60124.07,23448387.15,-199.5468
0.525,10,60000,48.6322,164284.74,1642847.43,-21.6239
0.525,20,60000,12.1581,41219.24,824384.72,-2.226
0.525,30,60000,5.4036,18604.79,558143.81,7.9682
0.525,40,60000,3.0395,10897.01,435880.36,15.7628
0.525,50,60000,1.9453,7556.81,377840.53,22.4869
0.525,60,60000,1.3509,5983.65,359018.91,28.5575
0.525,70,60000,0.9925,5286.46,370052.49,34.1305
0.525,80,60000,0.7599,5093.05,407444.18,39.2641
0.525,90,60000,0.6004,5225.6,470303.94,43.9733
0.525,100,60000,0.4863,5590.45,559045.26,48.2512
0.525,110,60000,0.4019,6134.48,674792.68,52.0789
0.525,120,60000,0.3377,6825.71,819085.45,55.4309
0.525,130,60000,0.2878,7643.99,993718.11,58.2772
0.525,140,60000,0.2481,8576.07,1200649.25,60.5852
0.525,150,60000,0.2161,9612.98,1441946.84,62.3204
0.525,160,60000,0.19,10748.46,1719754.09,63.4471
0.525,170,60000,0.1683,11978.04,2036267.26,63.9288
0.525,180,60000,0.1501,13298.45,2393720.97,63.7281
0.525,190,60000,0.1347,14707.25,2794378.08,62.8073
0.525,200,60000,0.1216,16202.61,3240522.63,61.1284
0.525,210,60000,0.1103,17783.12,3734454.83,58.6531
0.525,220,60000,0.1005,19447.67,4278487.34,55.3427
0.525,230,60000,0.0919,21195.4,4874942.58,51.1587
0.525,240,60000,0.0844,23025.63,5526150.73,46.0621
0.525,250,60000,0.0778,24937.79,6234448.11,40.014
0.525,260,60000,0.0719,26931.45,7002176.06,32.9754
0.525,270,60000,0.0667,29006.22,7831679.98,24.9071
0.525,280,60000,0.062,31161.82,8725308.62,15.7702
0.525,290,60000,0.0578,33397.98,9685413.5,5.5253
0.525,300,60000,0.054,35714.49,10714348.42,-5.8668
0.525,310,60000,0.0506,38111.19,11814469.14,-18.4452
0.525,320,60000,0.0475,40587.92,12988133.04,-32.2495
0.525,330,60000,0.0447,43144.54,14237698.89,-47.3187
0.525,340,60000,0.0421,45780.96,15565526.63,-63.6923
0.525,350,60000,0.0397,48497.08,16973977.22,-81.4096
0.525,360,60000,0.0375,51292.81,18465412.48,-100.51
0.525,370,60000,0.0355,54168.09,20042195.01,-121.0329
0.525,380,60000,0.0337,57122.86,21706688.04,-143.0176
0.525,390,60000,0.032,60157.07,23461255.37,-166.5035
0.525,10,70000,56.7376,223595.53,2235955.33,-27.0078
0.525,20,70000,14.1844,56046.93,1120938.66,-6.1445
0.525,30,70000,6.3042,25194.88,755846.44,4.0055
0.525,40,70000,3.5461,14603.93,584157.33,11.3927
0.525,50,70000,2.2695,9929.24,496462.11,17.5799
0.525,60,70000,1.576,7631.17,457870.22,23.0657
0.525,70,70000,1.1579,6496.89,454782.19,28.0443
0.525,80,70000,0.8865,6019.78,481582.67,32.5958
0.525,90,70000,0.7005,5957.83,536204.81,36.75
0.525,100,70000,0.5674,6183.56,618356.05,40.5108
0.525,110,70000,0.4689,6624.65,728711.58,43.8688
0.525,120,70000,0.394,7237.59,868511.11,46.8061
0.525,130,70000,0.3357,7994.94,1039341.79,49.3001
0.525,140,70000,0.2895,8878.67,1243014.09,51.3249
0.525,150,70000,0.2522,9876.58,1481487.37,52.8526
0.525,160,70000,0.2216,10980.15,1756823.33,53.8537
0.525,170,70000,0.1963,12183.27,2071155.96,54.2977
0.525,180,70000,0.1751,13481.51,2426671.41,54.1533
0.525,190,70000,0.1572,14871.55,2825594.28,53.3889
0.525,200,70000,0.1418,16350.89,3270178.03,51.9722
0.525,210,70000,0.1287,17917.61,3762698.06,49.8706
0.525,220,70000,0.1172,19570.21,4305446.79,47.0515
0.525,230,70000,0.1073,21307.52,4900729.88,43.4819
0.525,240,70000,0.0985,23128.6,5550863.56,39.1287
0.525,250,70000,0.0908,25032.69,6258172.42,33.9588
0.525,260,70000,0.0839,27019.18,7024987.9,27.9387
0.525,270,70000,0.0778,29087.58,7853646.94,21.0352
0.525,280,70000,0.0724,31237.47,8746491.05,13.2147
0.525,290,70000,0.0675,33468.5,9705865.49,4.4438
0.525,300,70000,0.063,35780.4,10734118.68,-5.3111
0.525,310,70000,0.059,38172.91,11833601.66,-16.0835
0.525,320,70000,0.0554,40645.84,13006667.67,-27.9072
0.525,330,70000,0.0521,43199.01,14255671.86,-40.8156
0.525,340,70000,0.0491,45832.27,15582970.98,-54.8426
0.525,350,70000,0.0463,48545.49,16990923.16,-70.0218
0.525,360,70000,0.0438,51338.58,18481887.7,-86.3868
0.525,370,70000,0.0414,54211.42,20058224.95,-103.9715
0.525,380,70000,0.0393,57163.94,21722296.14,-122.8095
0.525,390,70000,0.0373,60196.06,23476463.26,-142.9345
0.525,10,80000,64.843,292031.06,2920310.59,-32.1862
0.525,20,80000,16.2107,73155.81,1463116.29,-9.6537
0.525,30,80000,7.2048,32798.83,983964.86,0.6534
0.525,40,80000,4.0527,18881.15,755246.15,7.83
0.525,50,80000,2.5937,12666.66,633333.16,13.6715
0.525,60,80000,1.8012,9532.16,571929.43,18.7567
0.525,70,80000,1.3233,7893.53,552547.23,23.3167
0.525,80,80000,1.0132,7089.09,567127.07,27.4521
0.525,90,80000,0.8005,6802.71,612244.29,31.2057
0.525,100,80000,0.6484,6867.92,686791.58,34.5915
0.525,110,80000,0.5359,7190.23,790925.69,37.6075
0.525,120,80000,0.4503,7712.84,925540.72,40.2425
0.525,130,80000,0.3837,8399.88,1091984.51,42.4796
0.525,140,80000,0.3308,9227.83,1291896.61,44.2983
0.525,150,80000,0.2882,10180.74,1527111.05,45.6758
0.525,160,80000,0.2533,11247.47,1799595.54,46.5873
0.525,170,80000,0.2244,12420.07,2111412.15,47.0073
0.525,180,80000,0.2001,13692.73,2464691.14,46.9089
0.525,190,80000,0.1796,15061.12,2861612.98,46.2651
0.525,200,80000,0.1621,16521.98,3304395.79,45.0479
0.525,210,80000,0.147,18072.79,3795286.41,43.2294
0.525,220,80000,0.134,19711.61,4336553.84,40.7812
0.525,230,80000,0.1226,21436.89,4930484.46,37.6747
0.525,240,80000,0.1126,23247.41,5579378.36,33.8812
0.525,250,80000,0.1037,25142.19,6285546.63,29.3717
0.525,260,80000,0.0959,27120.42,7051309.25,24.1173
0.525,270,80000,0.0889,29181.46,7878993.43,18.0889
0.525,280,80000,0.0827,31324.76,8770932.31,11.2573
0.525,290,80000,0.0771,33549.88,9729463.95,3.5933
0.525,300,80000,0.072,35856.44,10756930.53,-4.9323
0.525,310,80000,0.0675,38244.12,11855677.63,-14.349
0.525,320,80000,0.0633,40712.67,13028053.77,-24.6861
0.525,330,80000,0.0595,43261.85,14276409.9,-35.9729
0.525,340,80000,0.0561,45891.47,15603099.08,-48.2389
0.525,350,80000,0.0529,48601.36,17010476.17,-61.5135
0.525,360,80000,0.05,51391.38,18500897.57,-75.8261
0.525,370,80000,0.0474,54261.41,20076721.04,-91.2062
0.525,380,80000,0.0449,57211.33,21740305.49,-107.6834
0.525,390,80000,0.0426,60241.05,23494010.84,-125.2871
0.525,10,90000,72.9483,369591.32,3695913.22,-37.2278
0.525,20,90000,18.2371,92545.88,1850917.61,-12.8899
0.525,30,90000,8.1054,41416.64,1242499.07,-2.2918
0.525,40,90000,4.5593,23728.67,949146.8,4.8055
0.525,50,90000,2.9179,15769.07,788453.68,10.4289
0.525,60,90000,2.0263,11686.61,701196.54,15.2364
0.525,70,90000,1.4887,9476.39,663347.6,19.4948
0.525,80,90000,1.1398,8300.97,664077.4,23.3246
0.525,90,90000,0.9006,7760.25,698422.36,26.7809
0.525,100,90000,0.7295,7643.52,764351.84,29.8862
0.525,110,90000,0.6029,7831.23,861435.02,32.6455
0.525,120,90000,0.5066,8251.45,990174.27,35.0529
0.525,130,90000,0.4316,8858.82,1151646.25,37.0967
0.525,140,90000,0.3722,9623.55,1347296.8,38.7607
0.525,150,90000,0.3242,10525.45,1578817.89,40.0262
0.525,160,90000,0.285,11550.44,1848070.7,40.8724
0.525,170,90000,0.2524,12688.45,2157035.84,41.2773
0.525,180,90000,0.2251,13932.11,2507780.18,41.2181
0.525,190,90000,0.2021,15275.97,2902434.17,40.6709
0.525,200,90000,0.1824,16715.88,3343175.92,39.6117
0.525,210,90000,0.1654,18248.67,3832219.87,38.0158
0.525,220,90000,0.1507,19871.86,4371808.51,35.8583
0.525,230,90000,0.1379,21583.51,4964206.31,33.114
0.525,240,90000,0.1266,23382.06,5611695.13,29.7575
0.525,250,90000,0.1167,25266.28,6316570.74,25.7635
0.525,260,90000,0.1079,27235.15,7081140.12,21.1062
0.525,270,90000,0.1001,29287.85,7907719.45,15.7599
0.525,280,90000,0.093,31423.69,8798632.4,9.6988
0.525,290,90000,0.0867,33642.1,9756208.87,2.8969
0.525,300,90000,0.0811,35942.61,10782783.95,-4.6716
0.525,310,90000,0.0759,38324.83,11880697.07,-13.0327
0.525,320,90000,0.0712,40788.41,13052291.35,-22.2125
0.525,330,90000,0.067,43333.07,14299913.01,-32.2371
0.525,340,90000,0.0631,45958.56,15625910.92,-43.1325
0.525,350,90000,0.0595,48664.67,17032636.24,-54.9248
0.525,360,90000,0.0563,51451.23,18522442.09,-67.6403
0.525,370,90000,0.0533,54318.06,20097683.28,-81.3051
0.525,380,90000,0.0505,57265.04,21760716.08,-95.9454
0.525,390,90000,0.048,60292.05,23513898.08,-111.5872
0.525,10,100000,81.0537,456276.32,4562763.22,-42.1735
0.525,20,100000,20.2634,114217.13,2284342.61,-15.9352
0.525,30,100000,9.006,51048.3,1531449.07,-4.9521
0.525,40,100000,5.0659,29146.48,1165859.3,2.1579
0.525,50,100000,3.2421,19236.47,961823.68,7.6523
0.525,60,100000,2.2515,14094.53,845671.54,12.268
0.525,70,100000,1.6542,11245.48,787183.32,16.307
0.525,80,100000,1.2665,9655.42,772433.65,19.9086
0.525,90,100000,1.0007,8830.43,794739.02,23.1396
0.525,100,100000,0.8105,8510.37,851036.84,26.0308
0.525,110,100000,0.6699,8547.63,940239.57,28.5929
0.525,120,100000,0.5629,8853.43,1062411.77,30.8253
0.525,130,100000,0.4796,9371.75,1218327.02,32.7202
0.525,140,100000,0.4135,10065.82,1409214.66,34.2655
0.525,150,100000,0.3602,10910.72,1636607.89,35.4456
0.525,160,100000,0.3166,11889.06,1902248.83,36.2433
0.525,170,100000,0.2805,12988.39,2208027.01,36.6397
0.525,180,100000,0.2502,14199.66,2555938.51,36.6147
0.525,190,100000,0.2245,15516.09,2948057.85,36.1476
0.525,200,100000,0.2026,16932.59,3386518.42,35.2171
0.525,210,100000,0.1838,18445.23,3873498.44,33.8014
0.525,220,100000,0.1675,20050.96,4411210.78,31.8784
0.525,230,100000,0.1532,21747.37,5001895.44,29.4257
0.525,240,100000,0.1407,23532.56,5647813.88,26.4206
0.525,250,100000,0.1297,25404.98,6351244.74,22.8404
0.525,260,100000,0.1199,27363.39,7114480.51,18.6622
0.525,270,100000,0.1112,29406.76,7939825.01,13.8628
0.525,280,100000,0.1034,31534.25,8829591.33,8.4193
0.525,290,100000,0.0964,33745.17,9786100.25,2.3083
0.525,300,100000,0.0901,36038.93,10811678.95,-4.4934
0.525,310,100000,0.0843,38415.03,11908659.97,-12.0091
0.525,320,100000,0.0792,40873.06,13079380.41,-20.2621
0.525,330,100000,0.0744,43412.67,14326181.19,-29.276
0.525,340,100000,0.0701,46033.55,15651406.51,-39.0742
0.525,350,100000,0.0662,48735.44,17057403.38,-49.68
0.525,360,100000,0.0625,51518.11,18546521.26,-61.1171
0.525,370,100000,0.0592,54381.38,20121111.65,-73.4089
0.525,380,100000,0.0561,57325.07,21783527.93,-86.5789
0.525,390,100000,0.0533,60349.04,23536125.01,-100.6508
0.525,10,110000,89.1591,552086.06,5520860.59,-47.0495
0.525,20,110000,22.2898,138169.56,2763391.29,-18.8415
0.525,30,110000,9.9066,61693.83,1850814.86,-7.4053
0.525,40,110000,5.5724,35134.59,1405383.65,-0.2158
0.525,50,110000,3.5664,23068.86,1153443.16,5.2147
0.525,60,110000,2.4766,16755.91,1005354.43,9.701
0.525,70,110000,1.8196,13200.78,924054.37,13.5802
0.525,80,110000,1.3931,11152.45,892195.82,17.01
0.525,90,110000,1.1007,10013.27,901194.29,20.0683
0.525,100,110000,0.8916,9468.47,946846.58,22.7933
0.525,110,110000,0.7369,9339.45,1027339.33,25.2017
0.525,120,110000,0.6192,9518.78,1142253.22,27.2971
0.525,130,110000,0.5276,9938.67,1292026.81,29.0757
0.525,140,110000,0.4549,10554.64,1477650.18,30.5283
0.525,150,110000,0.3963,11336.54,1700481.05,31.6426
0.525,160,110000,0.3483,12263.31,1962129.91,32.4041
0.525,170,110000,0.3085,13319.92,2264385.68,32.7964
0.525,180,110000,0.2752,14495.37,2609166.14,32.8022
0.525,190,110000,0.247,15781.49,2998484.03,32.403
0.525,200,110000,0.2229,17172.12,3434423.29,31.58
0.525,210,110000,0.2022,18662.49,3919122.12,30.3138
0.525,220,110000,0.1842,20248.91,4454760.66,28.5845
