rho,W,V,S,b,AR,Cd0,e,CL,CD,CL/CD,TR,PR,TA,PA,RC
1.112,130000,390,17,17.47,17.95299412,0.032,0.87,0.090425397,0.032166723,2.811147338,46244.46334,18035340.7,73161.4302,28532957.78,80.7509006
0.525,170000,230,103,40,15.53398058,0.032,0.87,0.118857534,0.032332906,3.676054789,46245.23021,10636402.95,34541.14286,7944462.857,-15.83494171
0.413,120000,260,103,40,15.53398058,0.032,0.87,0.083459787,0.032164143,2.594808324,46246.19047,12024009.52,27172.36571,7064815.086,-41.32662031
1.007,150000,290,34,33,32.02941176,0.032,0.87,0.104187801,0.032124061,3.24329481,46249.26465,13412286.75,66253.20163,19213428.47,38.67427817
1.112,110000,220,17,17.47,17.95299412,0.1,0.93,0.240449352,0.101102802,2.378265942,46252.18655,10175481.04,73161.4302,16095514.64,53.8184873
1.007,70000,230,34,33,32.02941176,0.051,0.77,0.077297238,0.051077154,1.513342697,46255.22041,10638700.69,66253.20163,15238236.38,65.70765258
1.225,90000,210,17,17.47,17.95299412,0.1,0.93,0.195996766,0.100732737,1.945710712,46255.59158,9713674.231,80596,16925160,80.12761965
0.819,100000,360,17,17.47,17.95299412,0.051,0.77,0.110838891,0.051283026,2.16131727,46268.07984,16656508.74,53884.18286,19398305.83,27.41797086
0.819,110000,160,85,24,6.776470588,0.051,0.77,0.123446815,0.051930113,2.377172065,46273.4699,7403755.184,53884.18286,8621469.257,11.07012794
1.007,160000,290,34,33,32.02941176,0.032,0.87,0.111133654,0.032141154,3.457674672,46273.87339,13419423.28,66253.20163,19213428.47,36.21253243
1.007,80000,230,34,33,32.02941176,0.051,0.77,0.088339701,0.051100773,1.728735126,46276.60928,10643620.13,66253.20163,15238236.38,57.43270301
0.525,110000,130,103,40,15.53398058,0.1,0.93,0.240735118,0.101277567,2.376983627,46277.13829,6016027.977,34541.14286,4490348.571,-13.86981278
1.112,140000,390,17,17.47,17.95299412,0.032,0.87,0.097381197,0.032193359,3.024884635,46282.75684,18050275.17,73161.4302,28532957.78,74.87630438
0.413,130000,260,103,40,15.53398058,0.032,0.87,0.090414769,0.03219264,2.808554003,46287.1641,12034662.66,27172.36571,7064815.086,-38.22959676
0.413,110000,160,85,24,6.776470588,0.1,0.93,0.24480131,0.103028387,2.376056913,46295.18737,7407229.979,27172.36571,4347578.514,-27.81501331
0.525,120000,320,17,17.47,17.95299412,0.1,0.93,0.262605042,0.101315396,2.591955926,46297.08352,14815066.73,34541.14286,11053165.71,-31.3491751
1.007,170000,290,34,33,32.02941176,0.032,0.87,0.118079508,0.03215935,3.671700728,46300.0698,13427020.24,66253.20163,19213428.47,34.03769548
1.007,90000,230,34,33,32.02941176,0.051,0.77,0.099382163,0.05112754,1.943808807,46300.85,10649195.5,66253.20163,15238236.38,50.98934305
0.413,150000,30,34,33,32.02941176,0.051,0.77,23.73830888,7.327628737,3.239562174,46302.55322,1389076.597,27172.36571,815170.9714,-3.826037502
0.525,180000,230,103,40,15.53398058,0.032,0.87,0.125849154,0.032373223,3.887445876,46302.89546,10649665.96,34541.14286,7944462.857,-15.0289061
0.413,140000,360,17,17.47,17.95299412,0.1,0.93,0.307718819,0.10180617,3.022594984,46317.81656,16674413.96,27172.36571,9782051.657,-49.23115931
0.819,110000,360,17,17.47,17.95299412,0.051,0.77,0.12192278,0.051342462,2.374696791,46321.70322,16675813.16,53884.18286,19398305.83,24.74993335
1.112,150000,390,17,17.47,17.95299412,0.032,0.87,0.104336997,0.032221968,3.23807025,46323.88689,18066315.89,73161.4302,28532957.78,69.77761262
1.007,180000,290,34,33,32.02941176,0.032,0.87,0.125025361,0.032178648,3.885351576,46327.85386,13435077.62,66253.20163,19213428.47,32.10194918
1.007,100000,230,34,33,32.02941176,0.051,0.77,0.110424626,0.051157457,2.15852452,46327.94257,10655426.79,66253.20163,15238236.38,45.82809584
0.413,140000,260,103,40,15.53398058,0.032,0.87,0.097369751,0.032223417,3.021707801,46331.41561,12046168.06,27172.36571,7064815.086,-35.58109266
0.525,150000,140,85,24,6.776470588,0.1,0.93,0.342994341,0.105945081,3.237473022,46332.43242,6486540.538,34541.14286,4835760,-11.00520359
0.525,190000,60,17,17.47,17.95299412,0.032,0.87,11.826953,2.884068505,4.100787822,46332.56054,2779953.632,34541.14286,2072468.571,-3.723605583
1.225,100000,210,17,17.47,17.95299412,0.1,0.93,0.217774185,0.100904614,2.1582183,46334.51584,9730248.325,80596,16925160,71.94911675
0.525,110000,200,85,24,6.776470588,0.051,0.77,0.1232493,0.051927139,2.373504518,46344.97182,9268994.365,34541.14286,6908228.571,-21.46150721
0.413,110000,20,34,33,32.02941176,0.1,0.93,39.16820966,16.50234273,2.373493891,46345.17932,926903.5863,27172.36571,543447.3143,-3.485966109
1.112,120000,220,17,17.47,17.95299412,0.1,0.93,0.262308384,0.101312426,2.589103764,46348.08449,10196578.59,73161.4302,16095514.64,49.15780047
0.819,150000,20,34,33,32.02941176,0.032,0.87,26.93385046,8.322849387,3.236133349,46351.61281,927032.2562,53884.18286,1077683.657,1.004342673
0.525,180000,30,34,33,32.02941176,0.032,0.87,22.40896359,5.771124926,3.882945504,46356.56097,1390696.829,34541.14286,1036234.286,-1.969236352
1.007,190000,290,34,33,32.02941176,0.032,0.87,0.131971214,0.032199049,4.098605937,46357.22559,13443595.42,66253.20163,19213428.47,30.36754238
1.007,110000,230,34,33,32.02941176,0.051,0.77,0.121467088,0.051190523,2.372843267,46357.88699,10662314.01,66253.20163,15238236.38,41.59929425
1.007,160000,230,17,17.47,17.95299412,0.1,0.93,0.353358802,0.102381674,3.451387227,46358.17122,10662379.38,66253.20163,15238236.38,28.59910622
1.007,180000,30,85,24,6.776470588,0.1,0.93,4.673170162,1.203588168,3.882698654,46359.50818,1390785.245,66253.20163,1987596.049,3.315615576
0.525,190000,230,103,40,15.53398058,0.032,0.87,0.132840774,0.032415845,4.098019814,46363.85587,10663686.85,34541.14286,7944462.857,-14.31170522
1.112,160000,390,17,17.47,17.95299412,0.032,0.87,0.111292797,0.032252551,3.450666527,46367.8535,18083462.86,73161.4302,28532957.78,65.30934322
0.413,150000,260,103,40,15.53398058,0.032,0.87,0.104324733,0.032256474,3.23422622,46378.94501,12058525.7,27172.36571,7064815.086,-33.29140412
0.819,120000,360,17,17.47,17.95299412,0.051,0.77,0.133006669,0.051407558,2.587297934,46380.43359,16696956.09,53884.18286,19398305.83,22.51124779
0.525,120000,130,103,40,15.53398058,0.1,0.93,0.262620128,0.10152041,2.586870253,46388.10156,6030453.202,34541.14286,4490348.571,-12.83420526
1.007,200000,290,34,33,32.02941176,0.032,0.87,0.138917068,0.032220553,4.311442668,46388.18498,13452573.64,66253.20163,19213428.47,28.80427415
1.112,50000,310,17,17.47,17.95299412,0.051,0.77,0.055045637,0.051069805,1.077850931,46388.60397,14380467.23,73161.4302,22680043.36,165.9915226
1.007,120000,230,34,33,32.02941176,0.051,0.77,0.132509551,0.051226738,2.58672629,46390.68326,10669857.15,66253.20163,15238236.38,38.06982688
0.525,130000,320,17,17.47,17.95299412,0.1,0.93,0.284488796,0.101543764,2.801637293,46401.4383,14848460.26,34541.14286,11053165.71,-29.19457339
1.225,50000,120,103,40,15.53398058,0.051,0.77,0.055038197,0.051080654,1.07747635,46404.73082,5568567.699,80596,9671520,82.05904603
1.007,50000,140,47,54,62.04255319,0.1,0.93,0.107799464,0.10006414,1.077303651,46412.16982,6497703.775,66253.20163,9275448.229,55.55488907
1.112,170000,390,17,17.47,17.95299412,0.032,0.87,0.118248596,0.032285106,3.662636163,46414.65666,18101716.1,73161.4302,28532957.78,61.36024518
1.112,60000,310,17,17.47,17.95299412,0.051,0.77,0.066054765,0.05110052,1.292643697,46416.50295,14389115.92,73161.4302,22680043.36,138.1821241
1.225,110000,210,17,17.47,17.95299412,0.1,0.93,0.239551603,0.101094583,2.369579022,46421.74791,9748567.061,80596,16925160,65.24175399
1.007,60000,140,47,54,62.04255319,0.1,0.93,0.129359356,0.100092362,1.292399877,46425.25974,6499536.364,66253.20163,9275448.229,46.26519775
1.007,130000,230,34,33,32.02941176,0.051,0.77,0.143552013,0.051266103,2.800135099,46426.33138,10678056.22,66253.20163,15238236.38,35.07830891
0.525,200000,230,103,40,15.53398058,0.032,0.87,0.139832393,0.03246077,4.307734987,46428.11143,10678465.63,34541.14286,7944462.857,-13.67001386
0.413,160000,260,103,40,15.53398058,0.032,0.87,0.111279715,0.03229181,3.446066198,46429.75231,12071735.6,27172.36571,7064815.086,-31.29325321
0.819,120000,160,85,24,6.776470588,0.051,0.77,0.134669252,0.052106912,2.58447964,46431.01,7428961.6,53884.18286,8621469.257,9.937563813
1.225,150000,130,85,24,6.776470588,0.051,0.77,0.170482394,0.052773925,3.230428581,46433.46734,6036350.754,80596,10477480,29.60752831
1.225,60000,120,103,40,15.53398058,0.051,0.77,0.066045836,0.051116142,1.292073966,46436.96998,5572436.398,80596,9671520,68.31806003
0.413,150000,360,17,17.47,17.95299412,0.1,0.93,0.329698734,0.102073409,3.23001589,46439.40003,16718184.01,27172.36571,9782051.657,-46.24088235
1.007,70000,140,47,54,62.04255319,0.1,0.93,0.150919249,0.100125715,1.507297593,46440.72965,6501702.151,66253.20163,9275448.229,39.62494397
0.413,50000,360,34,33,32.02941176,0.051,0.77,0.054949789,0.051038991,1.076623737,46441.48022,16718932.88,27172.36571,9782051.657,-138.7376244
0.819,130000,360,17,17.47,17.95299412,0.051,0.77,0.144090558,0.051478315,2.799053518,46444.27095,16719937.54,53884.18286,19398305.83,20.60283297
0.819,190000,110,85,24,6.776470588,0.1,0.93,0.451123446,0.110284298,4.090550104,46448.52041,5109337.245,53884.18286,5927260.114,4.304857205
1.112,70000,310,17,17.47,17.95299412,0.051,0.77,0.077063892,0.051136818,1.507013821,46449.47447,14399337.09,73161.4302,22680043.36,118.2958039
1.112,130000,220,17,17.47,17.95299412,0.1,0.93,0.284167416,0.101540278,2.798568427,46452.32138,10219510.7,73161.4302,16095514.64,45.20003031
0.413,180000,20,47,54,62.04255319,0.1,0.93,46.36546288,11.96552453,3.874921052,46452.55932,929051.1863,27172.36571,543447.3143,-2.142243733
0.413,60000,360,34,33,32.02941176,0.051,0.77,0.065939747,0.051056147,1.291514362,46457.09081,16724552.69,27172.36571,9782051.657,-115.7083506
1.007,80000,140,47,54,62.04255319,0.1,0.93,0.172479142,0.100164199,1.721963969,46458.57954,6504201.136,66253.20163,9275448.229,34.64058866
1.112,180000,390,17,17.47,17.95299412,0.032,0.87,0.125204396,0.032319634,3.873942231,46464.29638,18121075.59,73161.4302,28532957.78,57.84378994
1.007,140000,230,34,33,32.02941176,0.051,0.77,0.154594476,0.051308616,3.013031489,46464.83135,10686911.21,66253.20163,15238236.38,32.50946547
0.819,170000,20,103,40,15.53398058,0.051,0.77,10.07622367,2.754288938,3.65837568,46468.71039,929374.2079,53884.18286,1077683.657,0.872408525
1.225,70000,120,103,40,15.53398058,0.051,0.77,0.077053475,0.051158082,1.506183827,46475.07081,5577008.497,80596,9671520,58.49302146
0.413,70000,360,34,33,32.02941176,0.051,0.77,0.076929705,0.051076422,1.506168631,46475.53969,16731194.29,27172.36571,9782051.657,-99.27346617
1.007,90000,140,47,54,62.04255319,0.1,0.93,0.194039035,0.100207815,1.936366295,46478.80942,6507033.318,66253.20163,9275448.229,30.76016567
0.413,170000,260,103,40,15.53398058,0.032,0.87,0.118234698,0.032329426,3.657185146,46483.83749,12085797.75,27172.36571,7064815.086,-29.53519213
1.112,80000,310,17,17.47,17.95299412,0.051,0.77,0.08807302,0.051178702,1.720892027,46487.51854,14411130.75,73161.4302,22680043.36,103.3614077
1.007,180000,40,17,17.47,17.95299412,0.1,0.93,13.14329108,3.395025403,3.871338067,46495.5519,1859822.076,66253.20163,2650128.065,4.390588829
1.225,190000,90,85,24,6.776470588,0.1,0.93,0.450550591,0.110258196,4.086322912,46496.57016,4184691.315,80596,7253640,16.1523615
0.413,80000,360,34,33,32.02941176,0.051,0.77,0.087919663,0.051099817,1.720547517,46496.82686,16738857.67,27172.36571,9782051.657,-86.96007517
1.007,170000,230,17,17.47,17.95299412,0.1,0.93,0.375443728,0.102688687,3.656135248,46497.18581,10694352.74,66253.20163,15238236.38,26.72872729
1.007,100000,140,47,54,62.04255319,0.1,0.93,0.215598927,0.100256561,2.150471997,46501.41928,6510198.699,66253.20163,9275448.229,27.65249529
0.525,120000,200,85,24,6.776470588,0.051,0.77,0.134453782,0.052103372,2.58051975,46502.25986,9300451.971,34541.14286,6908228.571,-19.935195
0.413,160000,30,34,33,32.02941176,0.032,0.87,25.32086281,7.359555845,3.440542248,46504.29743,1395128.923,27172.36571,815170.9714,-3.624737196
1.112,50000,90,103,40,15.53398058,0.1,0.93,0.107788634,0.100256124,1.075132668,46505.88853,4185529.968,73161.4302,6584528.718,47.97997502
1.007,150000,230,34,33,32.02941176,0.051,0.77,0.165636939,0.051354279,3.225377569,46506.18316,10696422.13,66253.20163,15238236.38,30.27876165
0.525,130000,130,103,40,15.53398058,0.1,0.93,0.284505139,0.10178437,2.795175127,46508.71381,6046132.795,34541.14286,4490348.571,-11.96757095
0.819,140000,360,17,17.47,17.95299412,0.051,0.77,0.155174447,0.051554732,3.009897275,46513.2153,16744757.51,53884.18286,19398305.83,18.95391657
0.525,140000,320,17,17.47,17.95299412,0.1,0.93,0.306372549,0.101790401,3.009837344,46514.14146,14884525.27,34541.14286,11053165.71,-27.36685394
1.112,190000,390,17,17.47,17.95299412,0.032,0.87,0.132160196,0.032356136,4.084548199,46516.77266,18141541.34,73161.4302,28532957.78,54.69166548
1.225,120000,210,17,17.47,17.95299412,0.1,0.93,0.261329021,0.101302644,2.579686084,46517.2878,9768630.439,80596,16925160,59.63774634
1.225,80000,120,103,40,15.53398058,0.051,0.77,0.088061114,0.051206474,1.719726192,46519.03331,5582283.997,80596,9671520,51.11545004
0.413,90000,360,34,33,32.02941176,0.051,0.77,0.09890962,0.05112633,1.934612159,46520.95232,16747542.84,27172.36571,9782051.657,-77.39434644
1.007,110000,140,47,54,62.04255319,0.1,0.93,0.23715882,0.100310439,2.364248651,46526.40913,6513697.278,66253.20163,9275448.229,25.10682682
1.112,90000,310,17,17.47,17.95299412,0.051,0.77,0.099082147,0.051226169,1.934209575,46530.63514,14424496.89,73161.4302,22680043.36,91.7282941
0.413,180000,260,103,40,15.53398058,0.032,0.87,0.12518968,0.032369322,3.867540971,46541.20056,12100712.15,27172.36571,7064815.086,-27.97720589
0.413,100000,360,34,33,32.02941176,0.051,0.77,0.109899578,0.051155963,2.148323887,46547.91607,16757249.79,27172.36571,9782051.657,-69.75198129
1.007,160000,230,34,33,32.02941176,0.051,0.77,0.176679401,0.05140309,3.437135777,46550.38683,10706588.97,66253.20163,15238236.38,28.32279628
0.413,200000,40,34,33,32.02941176,0.051,0.77,17.80373166,4.144103664,4.296159822,46553.20292,1862128.117,27172.36571,1086894.629,-3.876167442
1.007,120000,140,47,54,62.04255319,0.1,0.93,0.258718713,0.100369448,2.577663998,46553.77896,6517529.055,66253.20163,9275448.229,22.98265978
0.413,120000,160,85,24,6.776470588,0.1,0.93,0.267055975,0.10360403,2.577660096,46553.84943,7448615.909,27172.36571,4347578.514,-25.84197829
0.525,60000,20,17,17.47,17.95299412,0.051,0.77,33.61344538,26.08067814,1.28882559,46554.01048,931080.2096,34541.14286,690822.8571,-4.004289207
1.112,60000,90,103,40,15.53398058,0.1,0.93,0.129346361,0.100368819,1.288710604,46558.16428,4190234.785,73161.4302,6584528.718,39.90489888
1.112,140000,220,17,17.47,17.95299412,0.1,0.93,0.306026448,0.101786358,3.00655662,46564.89722,10244277.39,73161.4302,16095514.64,41.79455183
1.112,180000,20,34,33,32.02941176,0.1,0.93,23.80448582,6.158373595,3.865385147,46567.15777,931343.1555,73161.4302,1463228.604,2.954919159
1.225,90000,120,103,40,15.53398058,0.051,0.77,0.099068754,0.051261319,1.932622033,46568.85747,5588262.896,80596,9671520,45.36952338
0.413,160000,360,17,17.47,17.95299412,0.1,0.93,0.35167865,0.102359079,3.435734796,46569.36856,16764972.68,27172.36571,9782051.657,-43.64325641
1.112,200000,390,17,17.47,17.95299412,0.032,0.87,0.139115996,0.03239461,4.294417952,46572.08549,18163113.34,73161.4302,28532957.78,51.84922219
0.413,110000,360,34,33,32.02941176,0.051,0.77,0.120889536,0.051188716,2.361644247,46577.71811,16767978.52,27172.36571,9782051.657,-63.50842603
1.112,100000,310,17,17.47,17.95299412,0.051,0.77,0.110091274,0.051279221,2.146898328,46578.82429,14439435.53,73161.4302,22680043.36,82.40607834
1.007,130000,140,47,54,62.04255319,0.1,0.93,0.280278606,0.100433588,2.790685965,46583.52878,6521694.03,66253.20163,9275448.229,21.18272461
0.819,150000,360,17,17.47,17.95299412,0.051,0.77,0.166258336,0.05163681,3.219763914,46587.26664,16771415.99,53884.18286,19398305.83,17.51259892
1.007,170000,230,34,33,32.02941176,0.051,0.77,0.187721864,0.051455051,3.648268906,46597.44235,10717411.74,66253.20163,15238236.38,26.59308609
0.413,190000,260,103,40,15.53398058,0.032,0.87,0.132144662,0.032411498,4.077092102,46601.84152,12116478.8,27172.36571,7064815.086,-26.58770374
0.819,130000,160,85,24,6.776470588,0.051,0.77,0.14589169,0.052299084,2.789564927,46602.24923,7456359.877,53884.18286,8621469.257,8.962379845
0.413,120000,360,34,33,32.02941176,0.051,0.77,0.131879494,0.051224587,2.574535018,46610.35844,16779729.04,27172.36571,9782051.657,-58.31397818
0.525,200000,50,85,24,6.776470588,0.051,0.77,3.585434174,0.835620365,4.290745324,46611.94848,2330597.424,34541.14286,1727057.143,-3.017701406
1.007,140000,140,47,54,62.04255319,0.1,0.93,0.301838498,0.10050286,3.003282679,46615.65859,6526192.203,66253.20163,9275448.229,19.63754304
1.112,70000,90,103,40,15.53398058,0.1,0.93,0.150904088,0.100502003,1.501503282,46619.94472,4195795.025,73161.4302,6584528.718,34.12476705
1.225,130000,210,17,17.47,17.95299412,0.1,0.93,0.28310644,0.101528798,2.788434871,46621.13551,9790438.458,80596,16925160,54.8824734
1.007,180000,100,85,24,6.776470588,0.1,0.93,0.420585315,0.108939064,3.860739192,46623.19599,4662319.599,66253.20163,6625320.163,10.90555869
1.225,100000,120,103,40,15.53398058,0.051,0.77,0.110076393,0.051322616,2.144793127,46624.54329,5594945.195,80596,9671520,40.76574805
1.112,110000,310,17,17.47,17.95299412,0.051,0.77,0.121100402,0.051337858,2.35889083,46632.08598,14455946.65,73161.4302,22680043.36,74.76451555
0.525,150000,320,17,17.47,17.95299412,0.1,0.93,0.328256303,0.102055307,3.216455006,46635.193,14923261.76,34541.14286,11053165.71,-25.80064031
0.525,140000,130,103,40,15.53398058,0.1,0.93,0.30639015,0.102069447,3.001781233,46638.97504,6063066.755,34541.14286,4490348.571,-11.23370131
1.007,180000,230,17,17.47,17.95299412,0.1,0.93,0.397528653,0.103014306,3.858965485,46644.62553,10728263.87,66253.20163,15238236.38,25.0554028
0.525,50000,320,34,33,32.02941176,0.051,0.77,0.054709384,0.05103865,1.071920658,46645.2434,14926477.89,34541.14286,11053165.71,-77.46624347
0.413,130000,360,34,33,32.02941176,0.051,0.77,0.142869452,0.051263578,2.786958241,46645.83706,16792501.34,27172.36571,9782051.657,-53.92653603
1.007,180000,230,34,33,32.02941176,0.051,0.77,0.198764326,0.051510161,3.858740124,46647.34971,10728890.43,66253.20163,15238236.38,25.0519219
1.225,160000,130,85,24,6.776470588,0.051,0.77,0.181847887,0.053018332,3.429905855,46648.5107,6064306.391,80596,10477480,27.58233506
1.007,150000,140,47,54,62.04255319,0.1,0.93,0.323398391,0.100577263,3.215422478,46650.16838,6531023.574,66253.20163,9275448.229,18.29616437
0.525,60000,320,34,33,32.02941176,0.051,0.77,0.065651261,0.051055657,1.285876333,46660.7857,14931451.42,34541.14286,11053165.71,-64.63809514
0.413,200000,260,103,40,15.53398058,0.032,0.87,0.139099644,0.032455953,4.285797518,46665.76038,12133097.7,27172.36571,7064815.086,-25.34141306
0.819,160000,360,17,17.47,17.95299412,0.051,0.77,0.177342225,0.051724548,3.428589186,46666.42497,16799912.99,53884.18286,19398305.83,16.23995526
0.525,90000,30,17,17.47,17.95299412,0.051,0.77,22.40896359,11.61974584,1.928524418,46667.80423,1400034.127,34541.14286,1036234.286,-4.042220457
1.007,180000,30,85,24,6.776470588,0.032,0.87,4.673170162,1.211697697,3.856712918,46671.86898,1400156.069,66253.20163,1987596.049,3.263555442
0.525,130000,200,85,24,6.776470588,0.051,0.77,0.145658263,0.05229493,2.785322842,46673.22511,9334645.022,34541.14286,6908228.571,-18.66474193
0.819,200000,40,85,24,6.776470588,0.051,0.77,3.591180062,0.838137189,4.284716284,46677.53632,1867101.453,53884.18286,2155367.314,1.441329307
0.525,70000,320,34,33,32.02941176,0.051,0.77,0.076593137,0.051075755,1.499598733,46679.15386,14937329.24,34541.14286,11053165.71,-55.48805031
0.413,140000,360,34,33,32.02941176,0.051,0.77,0.153859409,0.051305688,2.998876237,46684.15397,16806295.43,27172.36571,9782051.657,-50.17316979
1.112,150000,220,17,17.47,17.95299412,0.1,0.93,0.32788548,0.102050666,3.21296757,46685.81202,10270878.64,73161.4302,16095514.64,38.83090667
1.225,110000,120,103,40,15.53398058,0.051,0.77,0.121084032,0.051390365,2.356162149,46686.09078,5602330.894,80596,9671520,36.99262824
1.007,160000,140,47,54,62.04255319,0.1,0.93,0.344958284,0.100656797,3.427073932,46687.05816,6536188.142,66253.20163,9275448.229,17.12037554
1.112,120000,310,17,17.47,17.95299412,0.051,0.77,0.132109529,0.051402079,2.570120369,46690.42021,14474030.26,73161.4302,22680043.36,68.38344249
0.525,160000,140,85,24,6.776470588,0.1,0.93,0.36586063,0.106764181,3.426810636,46690.64533,6536690.346,34541.14286,4835760,-10.63081466
1.112,80000,90,103,40,15.53398058,0.1,0.93,0.172461815,0.100655678,1.713383869,46691.22983,4202210.685,73161.4302,6584528.718,29.77897542
1.112,50000,220,34,33,32.02941176,0.051,0.77,0.05464758,0.051038563,1.070711567,46697.9171,10273541.76,73161.4302,16095514.64,116.4394577
1.007,190000,230,34,33,32.02941176,0.051,0.77,0.209806789,0.051568421,4.068512994,46700.10893,10741025.05,66253.20163,15238236.38,23.66953328
0.525,80000,320,34,33,32.02941176,0.051,0.77,0.087535014,0.051098945,1.713049337,46700.3479,14944111.33,34541.14286,11053165.71,-48.63682018
0.413,170000,360,17,17.47,17.95299412,0.1,0.93,0.373658566,0.102663179,3.639655117,46707.72217,16814779.98,27172.36571,9782051.657,-41.36899013
1.112,60000,220,34,33,32.02941176,0.051,0.77,0.065577096,0.051055531,1.284426873,46713.44183,10276957.2,73161.4302,16095514.64,96.97595736
0.525,90000,320,34,33,32.02941176,0.051,0.77,0.098476891,0.051125227,1.926189785,46724.36781,14951797.7,34541.14286,11053165.71,-43.31813318
0.413,150000,360,34,33,32.02941176,0.051,0.77,0.164849367,0.051350918,3.210251632,46725.30916,16821111.3,27172.36571,9782051.657,-46.92706428
1.007,170000,140,47,54,62.04255319,0.1,0.93,0.366518176,0.100741462,3.638205859,46726.32792,6541685.909,66253.20163,9275448.229,16.08095482
1.112,70000,220,34,33,32.02941176,0.051,0.77,0.076506612,0.051075584,1.497909691,46731.78925,10280993.64,73161.4302,16095514.64,83.06458585
1.225,140000,210,17,17.47,17.95299412,0.1,0.93,0.304883858,0.101773043,2.995723111,46733.29104,9813991.118,80596,16925160,50.79406344
1.112,60000,10,85,24,6.776470588,0.051,0.77,12.69572577,9.888644742,1.283869135,46733.73505,467337.3505,73161.4302,731614.302,4.404615859
1.225,150000,30,17,17.47,17.95299412,0.1,0.93,16.00640256,4.986951008,3.20965707,46733.96463,1402018.939,80596,2417880,6.772407074
0.819,170000,360,17,17.47,17.95299412,0.051,0.77,0.188426114,0.051817947,3.636309945,46750.69028,16830248.5,53884.18286,19398305.83,15.10621957
0.525,100000,320,34,33,32.02941176,0.051,0.77,0.109418768,0.051154602,2.138981907,46751.2136,14960388.35,34541.14286,11053165.71,-39.07222637
1.112,80000,220,34,33,32.02941176,0.051,0.77,0.087436128,0.051098722,1.71112163,46752.95935,10285651.06,73161.4302,16095514.64,72.62329485
1.225,120000,120,103,40,15.53398058,0.051,0.77,0.132091672,0.051464566,2.566652767,46753.49994,5610419.993,80596,9671520,33.84250006
1.112,130000,310,17,17.47,17.95299412,0.051,0.77,0.143118657,0.051471884,2.780521048,46753.82698,14493686.36,73161.4302,22680043.36,62.97197692
0.525,90000,20,85,24,6.776470588,0.1,0.93,10.08403361,5.238689953,1.924915142,46755.30783,935106.1566,34541.14286,690822.8571,-2.714258883
1.007,200000,230,34,33,32.02941176,0.051,0.77,0.220849252,0.051629829,4.277551496,46755.71999,10753815.6,66253.20163,15238236.38,22.42210389
0.525,160000,320,17,17.47,17.95299412,0.1,0.93,0.350140056,0.102338482,3.421391912,46764.59292,14964669.74,34541.14286,11053165.71,-24.44690014
0.413,80000,20,85,24,6.776470588,0.1,0.93,11.39438826,6.660937091,1.710628416,46766.43932,935328.7863,27172.36571,543447.3143,-4.8985184
1.007,180000,140,47,54,62.04255319,0.1,0.93,0.388078069,0.100831258,3.848787332,46767.97767,6547516.874,66253.20163,9275448.229,15.15517419
0.413,160000,360,34,33,32.02941176,0.051,0.77,0.175839325,0.051399266,3.421047374,46769.30265,16836948.95,27172.36571,9782051.657,-44.09310811
1.112,90000,90,103,40,15.53398058,0.1,0.93,0.194019542,0.100829842,1.924227363,46772.01963,4209481.767,73161.4302,6584528.718,26.38941057
1.112,90000,220,34,33,32.02941176,0.051,0.77,0.098365644,0.051124945,1.924024459,46776.95213,10290929.47,73161.4302,16095514.64,64.49539086
0.525,150000,130,103,40,15.53398058,0.1,0.93,0.32827516,0.10237564,3.206574915,46778.88524,6081255.082,34541.14286,4490348.571,-10.6060434
0.525,110000,320,34,33,32.02941176,0.051,0.77,0.120360644,0.051187068,2.351387739,46780.88525,14969883.28,34541.14286,11053165.71,-35.60652333
1.112,100000,10,103,40,15.53398058,0.051,0.77,17.46175875,8.16944469,2.137447453,46784.77585,467847.7585,73161.4302,731614.302,2.637665435
0.819,140000,160,85,24,6.776470588,0.051,0.77,0.157114128,0.05250663,2.992272183,46787.18761,7485950.017,53884.18286,8621469.257,8.110851714
1.007,190000,230,17,17.47,17.95299412,0.1,0.93,0.419613578,0.103358533,4.059786521,46800.49037,10764112.79,66253.20163,15238236.38,23.54801889
1.112,100000,220,34,33,32.02941176,0.051,0.77,0.10929516,0.051154253,2.136580134,46803.76758,10296828.87,73161.4302,16095514.64,57.98685777
1.007,190000,140,47,54,62.04255319,0.1,0.93,0.409637962,0.100926186,4.058787703,46812.0074,6553681.037,66253.20163,9275448.229,14.32509048
0.525,120000,320,34,33,32.02941176,0.051,0.77,0.131302521,0.051222626,2.563369551,46813.38278,14980282.49,34541.14286,11053165.71,-32.72597313
1.112,160000,220,17,17.47,17.95299412,0.1,0.93,0.349744512,0.102333202,3.417703199,46815.06576,10299314.47,73161.4302,16095514.64,36.22625111
0.413,170000,360,34,33,32.02941176,0.051,0.77,0.186829283,0.051450734,3.631226757,46816.13443,16853808.39,27172.36571,9782051.657,-41.59856904
1.112,140000,310,17,17.47,17.95299412,0.051,0.77,0.154127784,0.051547274,2.990027854,46822.30629,14514914.95,73161.4302,22680043.36,58.3223458
1.225,130000,120,103,40,15.53398058,0.051,0.77,0.143099311,0.05154522,2.776189728,46826.77076,5619212.491,80596,9671520,31.17159622
0.525,120000,40,17,17.47,17.95299412,0.051,0.77,16.80672269,6.558419535,2.562617807,46827.11548,1873084.619,34541.14286,1381645.714,-4.095324207
