rho,W,V,S,b,AR,Cd0,e,CL,CD,CL/CD,TR,PR,TA,PA,RC
1.112,90000,340,103,40,15.53398058,0.051,0.77,0.013594795,0.051004921,0.266538888,337661.7979,114805011.3,73161.4302,24874886.27,-999.2236112
1.112,100000,340,103,40,15.53398058,0.051,0.77,0.015105328,0.051006075,0.296147618,337669.4394,114807609.4,73161.4302,24874886.27,-899.3272313
1.112,110000,340,103,40,15.53398058,0.051,0.77,0.01661586,0.051007351,0.325754231,337677.8853,114810481,73161.4302,24874886.27,-817.5963158
1.112,120000,340,103,40,15.53398058,0.051,0.77,0.018126393,0.051008748,0.355358518,337687.1356,114813626.1,73161.4302,24874886.27,-749.4894986
1.112,130000,340,103,40,15.53398058,0.051,0.77,0.019636926,0.051010267,0.384960265,337697.1902,114817044.7,73161.4302,24874886.27,-691.862757
1.112,140000,340,103,40,15.53398058,0.051,0.77,0.021147459,0.051011907,0.414559263,337708.0493,114820736.8,73161.4302,24874886.27,-642.4703606
1.112,150000,340,103,40,15.53398058,0.051,0.77,0.022657991,0.051013669,0.444155299,337719.7127,114824702.3,73161.4302,24874886.27,-599.6654402
1.112,160000,340,103,40,15.53398058,0.051,0.77,0.024168524,0.051015552,0.473748163,337732.1804,114828941.3,73161.4302,24874886.27,-562.2128442
1.112,170000,340,103,40,15.53398058,0.051,0.77,0.025679057,0.051017557,0.503337643,337745.4526,114833453.9,73161.4302,24874886.27,-529.1680447
1.112,180000,340,103,40,15.53398058,0.051,0.77,0.02718959,0.051019683,0.532923528,337759.5291,114838239.9,73161.4302,24874886.27,-499.796409
1.112,190000,340,103,40,15.53398058,0.051,0.77,0.028700123,0.051021931,0.562505608,337774.41,114843299.4,73161.4302,24874886.27,-473.5179638
1.112,200000,340,103,40,15.53398058,0.051,0.77,0.030210655,0.051024301,0.592083672,337790.0952,114848632.4,73161.4302,24874886.27,-449.8687305
1.112,50000,360,47,54,62.04255319,0.1,0.93,0.014763603,0.100001203,0.147634252,338674.7944,121922926,73161.4302,26338114.87,-1911.696222
1.112,60000,360,47,54,62.04255319,0.1,0.93,0.017716323,0.100001732,0.177160165,338676.5871,121923571.4,73161.4302,26338114.87,-1593.090941
1.112,70000,360,47,54,62.04255319,0.1,0.93,0.020669044,0.100002358,0.206685566,338678.7058,121924334.1,73161.4302,26338114.87,-1365.517417
1.112,80000,360,47,54,62.04255319,0.1,0.93,0.023621765,0.10000308,0.23621037,338681.1504,121925214.1,73161.4302,26338114.87,-1194.838741
1.112,90000,360,47,54,62.04255319,0.1,0.93,0.026574485,0.100003898,0.265734493,338683.9209,121926211.5,73161.4302,26338114.87,-1062.089963
1.112,100000,360,47,54,62.04255319,0.1,0.93,0.029527206,0.100004812,0.295257848,338687.0175,121927326.3,73161.4302,26338114.87,-955.8921141
1.112,110000,360,47,54,62.04255319,0.1,0.93,0.032479926,0.100005823,0.324780351,338690.4399,121928558.4,73161.4302,26338114.87,-869.0040318
1.112,120000,360,47,54,62.04255319,0.1,0.93,0.035432647,0.10000693,0.354301916,338694.1884,121929907.8,73161.4302,26338114.87,-796.5982744
1.112,130000,360,47,54,62.04255319,0.1,0.93,0.038385367,0.100008133,0.383822459,338698.2627,121931374.6,73161.4302,26338114.87,-735.332767
1.112,140000,360,47,54,62.04255319,0.1,0.93,0.041338088,0.100009432,0.413341893,338702.663,121932958.7,73161.4302,26338114.87,-682.820313
1.112,150000,360,47,54,62.04255319,0.1,0.93,0.044290808,0.100010827,0.442860135,338707.3893,121934660.1,73161.4302,26338114.87,-637.3103018
1.112,160000,360,47,54,62.04255319,0.1,0.93,0.047243529,0.100012319,0.472377097,338712.4415,121936478.9,73161.4302,26338114.87,-597.4897754
1.112,170000,360,47,54,62.04255319,0.1,0.93,0.05019625,0.100013907,0.501892697,338717.8197,121938415.1,73161.4302,26338114.87,-562.3547071
1.112,180000,360,47,54,62.04255319,0.1,0.93,0.05314897,0.100015591,0.531406848,338723.5238,121940468.6,73161.4302,26338114.87,-531.1241872
1.112,190000,360,47,54,62.04255319,0.1,0.93,0.056101691,0.100017372,0.560919465,338729.5539,121942639.4,73161.4302,26338114.87,-503.181708
1.112,200000,360,47,54,62.04255319,0.1,0.93,0.059054411,0.100019249,0.590430463,338735.9099,121944927.6,73161.4302,26338114.87,-478.0340634
1.225,170000,10,85,24,6.776470588,0.051,0.77,32.65306122,65.1274531,0.50137169,339069.8027,3390698.027,80596,805960,-15.20434134
0.525,50000,390,85,24,6.776470588,0.1,0.93,0.014733046,0.100010969,0.147314305,339410.351,132370036.9,34541.14286,13471045.71,-2377.979824
0.525,60000,390,85,24,6.776470588,0.1,0.93,0.017679656,0.100015795,0.176768636,339426.7304,132376424.9,34541.14286,13471045.71,-1981.756319
0.525,70000,390,85,24,6.776470588,0.1,0.93,0.020626265,0.100021499,0.206218314,339446.088,132383974.3,34541.14286,13471045.71,-1698.756123
0.525,80000,390,85,24,6.776470588,0.1,0.93,0.023572874,0.100028081,0.235662567,339468.4236,132392685.2,34541.14286,13471045.71,-1486.520493
0.525,90000,390,85,24,6.776470588,0.1,0.93,0.026519484,0.10003554,0.265100619,339493.7372,132402557.5,34541.14286,13471045.71,-1321.461242
0.525,100000,390,85,24,6.776470588,0.1,0.93,0.029466093,0.100043876,0.294531699,339522.029,132413591.3,34541.14286,13471045.71,-1189.425456
0.525,110000,390,85,24,6.776470588,0.1,0.93,0.032412702,0.10005309,0.323955033,339553.2989,132425786.6,34541.14286,13471045.71,-1081.406735
0.525,120000,390,85,24,6.776470588,0.1,0.93,0.035359311,0.100063182,0.353369849,339587.5468,132439143.2,34541.14286,13471045.71,-991.4008127
0.525,130000,390,85,24,6.776470588,0.1,0.93,0.038305921,0.100074151,0.382775376,339624.7728,132453661.4,34541.14286,13471045.71,-915.2508898
0.525,140000,390,85,24,6.776470588,0.1,0.93,0.04125253,0.100085997,0.412170843,339664.9769,132469341,34541.14286,13471045.71,-849.9878233
0.525,150000,390,85,24,6.776470588,0.1,0.93,0.044199139,0.100098721,0.441555482,339708.159,132486182,34541.14286,13471045.71,-793.434242
0.525,160000,390,85,24,6.776470588,0.1,0.93,0.047145749,0.100112323,0.470928524,339754.3193,132504184.5,34541.14286,13471045.71,-743.9571175
0.525,170000,390,85,24,6.776470588,0.1,0.93,0.050092358,0.100126802,0.5002892,339803.4576,132523348.5,34541.14286,13471045.71,-700.3076632
0.525,180000,390,85,24,6.776470588,0.1,0.93,0.053038967,0.100142159,0.529636745,339855.574,132543673.9,34541.14286,13471045.71,-661.5146008
0.525,190000,390,85,24,6.776470588,0.1,0.93,0.055985576,0.100158393,0.558970393,339910.6685,132565160.7,34541.14286,13471045.71,-626.8111315
0.525,200000,390,85,24,6.776470588,0.1,0.93,0.058932186,0.100175505,0.58828938,339968.741,132587809,34541.14286,13471045.71,-595.5838165
0.413,50000,400,103,40,15.53398058,0.1,0.93,0.0146924,0.100004759,0.146917008,340328.1945,136131277.8,27172.36571,10868946.29,-2505.24663
0.413,60000,400,103,40,15.53398058,0.1,0.93,0.01763088,0.100006853,0.176296718,340335.3201,136134128,27172.36571,10868946.29,-2087.753029
0.413,70000,400,103,40,15.53398058,0.1,0.93,0.02056936,0.100009327,0.205674415,340343.7412,136137496.5,27172.36571,10868946.29,-1789.550717
0.413,80000,400,103,40,15.53398058,0.1,0.93,0.02350784,0.100012182,0.235049764,340353.4579,136141383.2,27172.36571,10868946.29,-1565.905461
0.413,90000,400,103,40,15.53398058,0.1,0.93,0.02644632,0.100015418,0.264422429,340364.4702,136145788.1,27172.36571,10868946.29,-1391.964909
0.413,100000,400,103,40,15.53398058,0.1,0.93,0.0293848,0.100019035,0.293792075,340376.778,136150711.2,27172.36571,10868946.29,-1252.817649
0.413,110000,400,103,40,15.53398058,0.1,0.93,0.03232328,0.100023032,0.323158368,340390.3814,136156152.5,27172.36571,10868946.29,-1138.974602
0.413,120000,400,103,40,15.53398058,0.1,0.93,0.03526176,0.10002741,0.352520971,340405.2803,136162112.1,27172.36571,10868946.29,-1044.109715
0.413,130000,400,103,40,15.53398058,0.1,0.93,0.03820024,0.100032169,0.381879551,340421.4748,136168589.9,27172.36571,10868946.29,-963.8434125
0.413,140000,400,103,40,15.53398058,0.1,0.93,0.04113872,0.100037308,0.411233773,340438.9648,136175585.9,27172.36571,10868946.29,-895.0474261
0.413,150000,400,103,40,15.53398058,0.1,0.93,0.0440772,0.100042828,0.440583302,340457.7504,136183100.2,27172.36571,10868946.29,-835.4276926
0.413,160000,400,103,40,15.53398058,0.1,0.93,0.04701568,0.100048729,0.469927805,340477.8316,136191132.6,27172.36571,10868946.29,-783.2636648
0.413,170000,400,103,40,15.53398058,0.1,0.93,0.04995416,0.100055011,0.499266946,340499.2084,136199683.3,27172.36571,10868946.29,-737.2396297
0.413,180000,400,103,40,15.53398058,0.1,0.93,0.05289264,0.100061673,0.528600393,340521.8806,136208752.3,27172.36571,10868946.29,-696.3322554
0.413,190000,400,103,40,15.53398058,0.1,0.93,0.05583112,0.100068716,0.557927812,340545.8485,136218339.4,27172.36571,10868946.29,-659.733648
0.413,200000,400,103,40,15.53398058,0.1,0.93,0.0587696,0.10007614,0.587248868,340571.1119,136228444.8,27172.36571,10868946.29,-626.7974924
1.112,130000,10,17,17.47,17.95299412,0.1,0.93,137.5370292,360.9193281,0.381074158,341140.9489,3411409.489,73161.4302,731614.302,-20.61380913
1.007,170000,10,85,24,6.776470588,0.1,0.93,39.72194638,79.83424517,0.497555232,341670.6108,3416706.108,66253.20163,662532.0163,-16.20102407
1.007,50000,380,47,54,62.04255319,0.1,0.93,0.01463206,0.100001182,0.146318873,341719.4181,129853378.9,66253.20163,25176216.62,-2093.543245
1.007,60000,380,47,54,62.04255319,0.1,0.93,0.017558472,0.100001702,0.175581734,341721.1948,129854054,66253.20163,25176216.62,-1744.630623
1.007,70000,380,47,54,62.04255319,0.1,0.93,0.020484884,0.100002316,0.204844098,341723.2946,129854852,66253.20163,25176216.62,-1495.409076
1.007,80000,380,47,54,62.04255319,0.1,0.93,0.023411296,0.100003025,0.234105881,341725.7174,129855772.6,66253.20163,25176216.62,-1308.49445
1.007,90000,380,47,54,62.04255319,0.1,0.93,0.026337708,0.100003829,0.263366999,341728.4633,129856816.1,66253.20163,25176216.62,-1163.117772
1.007,100000,380,47,54,62.04255319,0.1,0.93,0.02926412,0.100004727,0.292627371,341731.5323,129857982.3,66253.20163,25176216.62,-1046.817656
1.007,110000,380,47,54,62.04255319,0.1,0.93,0.032190532,0.100005719,0.321886914,341734.9242,129859271.2,66253.20163,25176216.62,-951.6641326
1.007,120000,380,47,54,62.04255319,0.1,0.93,0.035116944,0.100006807,0.351145543,341738.6393,129860682.9,66253.20163,25176216.62,-872.3705525
1.007,130000,380,47,54,62.04255319,0.1,0.93,0.038043356,0.100007988,0.380403177,341742.6773,129862217.4,66253.20163,25176216.62,-805.2769289
1.007,140000,380,47,54,62.04255319,0.1,0.93,0.040969768,0.100009265,0.409659731,341747.0384,129863874.6,66253.20163,25176216.62,-747.7689856
1.007,150000,380,47,54,62.04255319,0.1,0.93,0.04389618,0.100010635,0.438915125,341751.7226,129865654.6,66253.20163,25176216.62,-697.9295864
1.007,160000,380,47,54,62.04255319,0.1,0.93,0.046822593,0.100012101,0.468169274,341756.7298,129867557.3,66253.20163,25176216.62,-654.3208793
1.007,170000,380,47,54,62.04255319,0.1,0.93,0.049749005,0.10001366,0.497422095,341762.06,129869582.8,66253.20163,25176216.62,-615.8433305
1.007,180000,380,47,54,62.04255319,0.1,0.93,0.052675417,0.100015315,0.526673507,341767.7133,129871731.1,66253.20163,25176216.62,-581.6417469
1.007,190000,380,47,54,62.04255319,0.1,0.93,0.055601829,0.100017064,0.555923425,341773.6896,129874002.1,66253.20163,25176216.62,-551.040976
1.007,200000,380,47,54,62.04255319,0.1,0.93,0.058528241,0.100018907,0.585171767,341779.989,129876395.8,66253.20163,25176216.62,-523.5008961
0.413,150000,10,34,33,32.02941176,0.1,0.93,213.6447799,488.1035853,0.437703771,342697.5272,3426975.272,27172.36571,271723.6571,-21.03501077
1.007,50000,360,103,40,15.53398058,0.051,0.77,0.007439235,0.051001474,0.145863147,342787.0644,123403343.2,66253.20163,23851152.59,-1991.043812
1.007,60000,360,103,40,15.53398058,0.051,0.77,0.008927083,0.051002122,0.175033551,342791.4221,123404911.9,66253.20163,23851152.59,-1659.229323
1.007,70000,360,103,40,15.53398058,0.051,0.77,0.01041493,0.051002888,0.204202742,342796.5719,123406765.9,66253.20163,23851152.59,-1422.223047
1.007,80000,360,103,40,15.53398058,0.051,0.77,0.011902777,0.051003772,0.233370517,342802.5141,123408905.1,66253.20163,23851152.59,-1244.471906
1.007,90000,360,103,40,15.53398058,0.051,0.77,0.013390624,0.051004774,0.262536674,342809.2486,123411329.5,66253.20163,23851152.59,-1106.224188
1.007,100000,360,103,40,15.53398058,0.051,0.77,0.014878471,0.051005894,0.291701011,342816.7754,123414039.1,66253.20163,23851152.59,-995.6288655
1.007,110000,360,103,40,15.53398058,0.051,0.77,0.016366318,0.051007132,0.320863326,342825.0945,123417034,66253.20163,23851152.59,-905.1443765
1.007,120000,360,103,40,15.53398058,0.051,0.77,0.017854165,0.051008487,0.350023416,342834.2058,123420314.1,66253.20163,23851152.59,-829.7430125
1.007,130000,360,103,40,15.53398058,0.051,0.77,0.019342012,0.051009961,0.379181081,342844.1095,123423879.4,66253.20163,23851152.59,-765.9440524
1.007,140000,360,103,40,15.53398058,0.051,0.77,0.020829859,0.051011552,0.408336117,342854.8054,123427729.9,66253.20163,23851152.59,-711.2612668
1.007,150000,360,103,40,15.53398058,0.051,0.77,0.022317706,0.051013262,0.437488324,342866.2936,123431865.7,66253.20163,23851152.59,-663.8714208
1.007,160000,360,103,40,15.53398058,0.051,0.77,0.023805553,0.051015089,0.466637498,342878.5742,123436286.7,66253.20163,23851152.59,-622.4070882
1.007,170000,360,103,40,15.53398058,0.051,0.77,0.0252934,0.051017034,0.495783439,342891.647,123440992.9,66253.20163,23851152.59,-585.8225901
1.007,180000,360,103,40,15.53398058,0.051,0.77,0.026781248,0.051019097,0.524925945,342905.5121,123445984.3,66253.20163,23851152.59,-553.3046209
1.007,190000,360,103,40,15.53398058,0.051,0.77,0.028269095,0.051021278,0.554064814,342920.1695,123451261,66253.20163,23851152.59,-524.211097
1.007,200000,360,103,40,15.53398058,0.051,0.77,0.029756942,0.051023576,0.583199845,342935.6192,123456822.9,66253.20163,23851152.59,-498.0283516
1.007,120000,10,17,17.47,17.95299412,0.032,0.87,140.1951049,400.7878866,0.349798758,343054.3915,3430543.915,66253.20163,662532.0163,-23.06676582
0.819,140000,10,85,24,6.776470588,0.051,0.77,40.22121669,98.78948897,0.407140649,343861.5137,3438615.137,53884.18286,538841.8286,-20.71266649
1.225,50000,360,85,24,6.776470588,0.051,0.77,0.007410372,0.051003352,0.145291855,344134.9145,123888569.2,80596,29014560,-1897.480184
1.225,60000,360,85,24,6.776470588,0.051,0.77,0.008892446,0.051004826,0.174345185,344144.8648,123892151.3,80596,29014560,-1581.293189
1.225,70000,360,85,24,6.776470588,0.051,0.77,0.01037452,0.051006569,0.203395765,344156.6243,123896384.8,80596,29014560,-1355.454639
1.225,80000,360,85,24,6.776470588,0.051,0.77,0.011856594,0.05100858,0.232443139,344170.193,123901269.5,80596,29014560,-1186.083868
1.225,90000,360,85,24,6.776470588,0.051,0.77,0.013338669,0.051010859,0.261486848,344185.5708,123906805.5,80596,29014560,-1054.358283
0.819,50000,400,103,40,15.53398058,0.051,0.77,0.007408988,0.051001462,0.145270111,344186.4234,137674569.4,53884.18286,21553673.14,-2322.417924
0.819,60000,400,103,40,15.53398058,0.051,0.77,0.008890786,0.051002105,0.174321935,344190.7633,137676305.3,53884.18286,21553673.14,-1935.377203
0.819,70000,400,103,40,15.53398058,0.051,0.77,0.010372583,0.051002865,0.203372561,344195.8922,137678356.9,53884.18286,21553673.14,-1658.924054
0.819,80000,400,103,40,15.53398058,0.051,0.77,0.011854381,0.051003742,0.232421788,344201.8103,137680724.1,53884.18286,21553673.14,-1451.588137
1.225,100000,360,85,24,6.776470588,0.051,0.77,0.014820743,0.051013407,0.290526435,344202.7578,123912992.8,80596,29014560,-948.9843281
0.819,90000,400,103,40,15.53398058,0.051,0.77,0.013336178,0.051004735,0.261469416,344208.5174,137683406.9,53884.18286,21553673.14,-1290.330376
0.819,100000,400,103,40,15.53398058,0.051,0.77,0.014817976,0.051005846,0.290515246,344216.0135,137686405.4,53884.18286,21553673.14,-1161.327323
1.225,110000,360,85,24,6.776470588,0.051,0.77,0.016302817,0.051016222,0.319561442,344221.7539,123919831.4,80596,29014560,-862.7751947
0.819,110000,400,103,40,15.53398058,0.051,0.77,0.016299774,0.051007074,0.319559079,344224.2988,137689719.5,53884.18286,21553673.14,-1055.78224
0.819,120000,400,103,40,15.53398058,0.051,0.77,0.017781571,0.051008419,0.348600715,344233.3731,137693349.2,53884.18286,21553673.14,-967.830634
1.225,120000,360,85,24,6.776470588,0.051,0.77,0.017784892,0.051019305,0.348591413,344242.5592,123927321.3,80596,29014560,-790.9396777
0.819,130000,400,103,40,15.53398058,0.051,0.77,0.019263369,0.05100988,0.377639954,344243.2364,137697294.6,53884.18286,21553673.14,-893.4124726
0.819,140000,400,103,40,15.53398058,0.051,0.77,0.020745166,0.051011459,0.406676597,344253.8889,137701555.6,53884.18286,21553673.14,-829.6277315
1.225,130000,360,85,24,6.776470588,0.051,0.77,0.019266966,0.051022657,0.37761589,344265.1737,123935462.5,80596,29014560,-730.1607887
0.819,150000,400,103,40,15.53398058,0.051,0.77,0.022226964,0.051013154,0.435710444,344265.3304,137706132.2,53884.18286,21553673.14,-774.3497268
0.819,160000,400,103,40,15.53398058,0.051,0.77,0.023708762,0.051014966,0.464741296,344277.561,137711024.4,53884.18286,21553673.14,-725.9834454
1.225,140000,360,85,24,6.776470588,0.051,0.77,0.02074904,0.051026277,0.406634418,344289.5973,123944255,80596,29014560,-678.0692502
0.819,170000,400,103,40,15.53398058,0.051,0.77,0.025190559,0.051016896,0.493768954,344290.5807,137716232.3,53884.18286,21553673.14,-683.3091713
0.819,180000,400,103,40,15.53398058,0.051,0.77,0.026672357,0.051018942,0.522793219,344304.3894,137721755.8,53884.18286,21553673.14,-645.3782368
1.225,150000,360,85,24,6.776470588,0.051,0.77,0.022231115,0.051030165,0.43564654,344315.8301,123953698.8,80596,29014560,-632.9275922
0.819,190000,400,103,40,15.53398058,0.051,0.77,0.028154154,0.051021105,0.551813891,344318.9872,137727594.9,53884.18286,21553673.14,-611.4416934
0.819,200000,400,103,40,15.53398058,0.051,0.77,0.029635952,0.051023385,0.580830771,344334.3741,137733749.6,53884.18286,21553673.14,-580.9003824
1.225,160000,360,85,24,6.776470588,0.051,0.77,0.023713189,0.051034321,0.4646518,344343.872,123963793.9,80596,29014560,-593.432712
1.225,170000,360,85,24,6.776470588,0.051,0.77,0.025195263,0.051038745,0.493649743,344373.7231,123974540.3,80596,29014560,-558.5881194
1.225,180000,360,85,24,6.776470588,0.051,0.77,0.026677338,0.051043437,0.522639914,344405.3833,123985938,80596,29014560,-527.6187666
1.225,190000,360,85,24,6.776470588,0.051,0.77,0.028159412,0.051048398,0.551621858,344438.8527,123997987,80596,29014560,-499.9127735
1.225,200000,360,85,24,6.776470588,0.051,0.77,0.029641486,0.051053626,0.580595121,344474.1312,124010687.2,80596,29014560,-474.9806362
1.112,50000,270,85,24,6.776470588,0.1,0.93,0.014512718,0.100010643,0.145111736,344562.0693,93031758.71,73161.4302,19753586.16,-1465.563451
1.112,60000,270,85,24,6.776470588,0.1,0.93,0.017415262,0.100015327,0.174125929,344578.2038,93036115.02,73161.4302,19753586.16,-1221.375481
1.112,70000,270,85,24,6.776470588,0.1,0.93,0.020317805,0.100020861,0.203135677,344597.2718,93041263.39,73161.4302,19753586.16,-1046.966818
1.112,80000,270,85,24,6.776470588,0.1,0.93,0.023220349,0.100027247,0.232140238,344619.2734,93047203.82,73161.4302,19753586.16,-916.1702208
1.112,90000,270,85,24,6.776470588,0.1,0.93,0.026122893,0.100034485,0.261138872,344644.2085,93053936.3,73161.4302,19753586.16,-814.448335
